,Row,Col,Target,ER AREA,ER INTENSITY,ER FORM FACTOR,ER COUNT,ER DxA,LYSO AREA,LYSO DxA,LYSO FORM FACTOR,LYSO INTENSITY,LYSO COUNT,NUCLEAR DXA,NUC FORM FACTOR,NUC MEDIAN DENSITY,NUCLEAR PARIMETER,NUCLEAR WRMI,NUCLEUS MAX CHORD,NUCLEAR AVG DIAMETER,NUCLEAR MED DIAMETER,NUCLEAR AREA,NUCLEAR INTENSITY,CELL INTENSITY,CELL DXA,CELL AREA,CELL FORM FACTOR,CELL FIBER LENGTH,CELL END NODES,CELL PARIEMETER,CELL AVG  DIAMETER,CELL MED DIAMETER,CELL FRMI,CELL LENGTH,CELL CROSSING POINTS,CELL BRANCH NODES,Field,CHRONO_ORDER,TMRE AREA,TMRE INTENSITY,TMRE FORM FACTOR,TMRE COUNT,TMRE DxA,MITOTRECKER AREA,MITOTRACKER DxA,MITOTRACKER FORM FACTOR,MITOTRACKER INTENSITY,MITOTRACKER COUNT
84,B,4,2,1536.233,1776479.197,0.801,408.0,8729222.502,1842.867,8196893.775,1.051,523141.412,170.0,335936.796,0.671,3090.0,44.885,1.398,17.978,26.806,28.487,107.633,3121.118,15837.404,86247173.764,5445.79,0.233,348.97,8,542.08,26.806,28.487,0.965,196.624,0,4,14,2,,,,,,,,,,
85,B,4,3,47.109,29087.089,0.945,28.0,50441.447,117.14,383726.065,1.019,242774.298,79.0,605670.018,0.781,3752.0,50.949,1.182,20.898,13.09,13.508,161.397,3752.662,18543.303,24967112.925,1346.422,0.336,110.775,2,224.338,13.09,13.508,1.147,101.318,0,0,14,2,,,,,,,,,,
86,B,4,4,127.597,132297.176,0.98,63.0,291884.067,1386.243,7517142.659,1.075,94748.951,30.0,244330.873,0.834,2755.0,36.644,1.111,13.975,17.248,17.435,89.149,2740.707,12739.832,46035199.208,3613.485,0.227,229.208,3,447.09,17.248,17.435,1.495,204.291,0,1,14,2,,,,,,,,,,
87,B,4,1,258.257,137009.666,0.937,146.0,253630.343,569.855,1537051.649,0.981,215227.444,98.0,193964.421,0.669,2447.0,38.444,1.315,13.396,21.726,25.186,78.692,2464.862,12730.811,49138470.126,3859.807,0.315,190.298,2,392.194,21.726,25.186,1.142,179.091,0,0,15,2,,,,,,,,,,
88,B,4,1,102.035,62219.972,0.915,37.0,193416.536,414.267,2054264.367,0.981,136166.922,42.0,510092.958,0.822,2934.0,51.669,1.123,19.266,12.145,12.718,174.706,2919.716,22382.958,38009813.219,1698.159,0.225,183.055,5,307.845,12.145,12.718,0.867,126.323,0,3,16,2,,,,,,,,,,
89,B,4,2,48.271,32139.924,0.863,19.0,99211.248,659.11,4302760.918,0.978,87959.726,28.0,465322.707,0.776,2850.0,51.296,1.204,20.462,20.949,22.523,162.559,2862.48,16033.302,27284669.616,1701.75,0.54,106.393,3,198.963,20.949,22.523,1.243,84.378,0,1,16,2,,,,,,,,,,
90,B,4,1,107.211,72881.943,0.915,51.0,163991.61,663.018,2949494.561,1.071,282632.803,77.0,365866.828,0.877,3294.0,39.661,0.959,13.591,20.719,21.308,109.746,3333.759,11947.598,55648445.135,4657.71,0.237,329.298,7,496.668,20.719,21.308,0.981,147.382,0,5,19,2,,,,,,,,,,
91,B,4,2,355.539,259547.472,0.929,178.0,534925.873,933.316,7053068.458,0.946,660919.14,134.0,304900.748,0.86,2752.0,39.888,1.036,14.898,20.311,9.047,108.901,2799.797,13751.639,41548416.288,3021.343,0.238,272.689,6,399.534,20.311,9.047,0.989,165.848,0,2,19,2,,,,,,,,,,
92,B,4,3,336.949,303189.839,0.851,119.0,1044771.453,411.416,2145333.496,0.947,154720.299,41.0,432552.376,0.812,2667.5,49.682,1.017,16.827,13.474,13.342,159.496,2711.993,13650.184,18883546.628,1383.391,0.331,124.896,3,229.098,13.474,13.342,0.947,102.528,0,1,19,2,,,,,,,,,,
93,B,4,1,4.753,5264.333,0.965,5.0,5004.482,197.627,654212.827,0.969,212968.988,81.0,221522.397,0.716,2540.0,39.202,1.16,13.027,17.252,17.732,87.564,2529.821,12326.009,13803319.229,1119.853,0.459,144.154,7,175.089,17.252,17.732,1.185,53.127,0,3,20,2,,,,,,,,,,
94,B,4,2,62.531,35869.988,0.88,19.0,121948.321,902.368,4351929.987,1.028,73369.225,30.0,459537.011,0.637,2950.0,55.663,1.264,19.429,13.271,10.126,157.067,2925.744,12420.529,43190312.885,3477.333,0.144,318.446,5,550.591,13.271,10.126,0.897,220.745,0,3,20,2,,,,,,,,,,
95,B,4,3,8.556,4240.467,0.681,3.0,12461.613,830.436,3073795.081,1.26,65045.248,32.0,642314.943,0.534,2974.0,71.45,1.113,21.141,17.229,15.488,216.851,2962.005,17573.57,38270021.352,2177.703,0.359,133.243,2,276.12,17.229,15.488,1.461,124.106,0,0,20,2,,,,,,,,,,
96,B,4,4,117.774,50508.993,0.951,26.0,282070.301,757.765,3222835.036,1.084,60189.825,26.0,225775.874,0.92,2415.0,35.825,1.002,12.572,14.038,11.776,94.008,2401.675,11895.925,31478487.486,2646.157,0.208,212.333,3,399.641,14.038,11.776,0.963,178.1,0,1,20,2,,,,,,,,,,
97,B,6,1,196.677,122501.702,0.911,85.0,339770.724,446.8,2398736.742,0.998,115274.081,33.0,532464.774,0.892,2738.0,52.263,0.996,18.625,10.578,9.406,193.93,2745.649,16307.043,28871828.827,1770.513,0.169,195.64,4,362.327,10.578,9.406,1.357,160.149,0,2,2,4,,,,,,,,,,
98,B,6,1,36.652,26804.528,1.058,28.0,35020.177,594.889,1578083.564,1.143,120763.199,67.0,548281.932,0.59,2744.0,64.888,1.692,26.863,26.142,28.573,197.839,2771.36,13969.939,31065742.629,2223.756,0.499,141.595,4,236.751,26.142,28.573,1.105,94.759,0,2,3,4,,,,,,,,,,
99,B,6,2,60.63,36700.915,0.956,35.0,67193.507,506.374,1922129.101,1.125,107328.769,56.0,750147.222,0.765,3745.0,57.087,1.198,22.753,12.369,12.369,198.367,3781.618,21821.177,32485210.026,1488.701,0.285,130.703,2,256.29,12.369,12.369,1.104,121.427,0,0,3,4,,,,,,,,,,
100,B,6,1,38.976,29472.462,0.929,23.0,46527.982,1597.18,4993795.172,1.409,108343.501,60.0,378018.216,0.79,2313.0,51.096,1.148,19.602,22.58,23.265,164.038,2304.454,16854.537,29307086.723,1738.825,0.48,107.769,4,213.456,22.58,23.265,0.916,85.405,0,0,4,4,,,,,,,,,,
101,B,6,2,66.017,120399.004,0.878,35.0,219940.005,1356.034,5763847.512,1.325,56531.851,30.0,309749.536,0.92,2500.5,40.972,0.957,13.924,34.833,36.865,122.949,2519.326,13613.585,36184735.936,2657.987,0.613,110.859,2,233.37,34.833,36.865,1.058,99.821,0,0,4,4,,,,,,,,,,
102,B,6,3,5.493,2358.712,0.883,2.0,6694.824,788.925,2779384.32,1.231,53141.486,28.0,423353.252,0.784,2668.0,50.263,1.215,20.435,22.428,24.05,157.7,2684.54,19397.871,35026473.471,1805.686,0.58,89.363,2,197.762,22.428,24.05,0.995,82.984,0,0,4,4,,,,,,,,,,
103,B,6,1,211.464,521921.536,0.885,96.0,1156666.447,1095.559,4746982.708,1.38,33382.909,15.0,339431.346,0.538,2532.0,55.982,1.629,20.225,36.777,41.248,134.146,2530.317,15292.843,37524134.79,2453.706,0.832,100.341,3,192.536,36.777,41.248,1.004,68.301,0,1,6,4,,,,,,,,,,
104,B,6,1,6.021,4471.635,0.904,5.0,5712.18,274.84,940013.753,1.041,183810.703,62.0,288906.665,0.486,2509.0,54.416,1.873,19.562,13.703,12.679,114.499,2523.22,10532.769,28719118.876,2726.645,0.223,246.669,7,391.914,13.703,12.679,0.686,124.058,0,3,7,4,,,,,,,,,,
105,B,6,1,37.497,30572.272,0.923,24.0,47735.928,495.917,1936578.712,1.204,50803.951,19.0,1095865.462,0.889,3686.5,64.714,1.041,23.727,15.869,17.03,296.177,3700.036,33277.384,36949431.529,1110.347,0.505,78.073,2,166.147,15.869,17.03,1.572,73.355,0,0,8,4,,,,,,,,,,
106,B,6,2,3.803,2862.222,0.965,4.0,2720.941,126.541,371684.846,1.167,99085.862,38.0,399268.7,0.614,2546.0,56.571,1.54,23.195,11.237,9.639,156.433,2552.331,9382.661,29269919.157,3119.576,0.118,294.725,2,577.414,11.237,9.639,1.083,275.384,0,0,8,4,,,,,,,,,,
107,B,6,1,10.14,8042.5,0.954,10.0,8154.795,301.141,675322.089,1.187,89917.699,47.0,513566.488,0.768,2544.0,57.423,1.228,22.884,13.271,10.275,201.536,2548.268,12172.159,21359393.945,1754.774,0.273,139.998,2,284.012,13.271,10.275,1.0,131.009,0,0,9,4,,,,,,,,,,
108,B,6,2,316.669,203995.377,0.836,86.0,982626.475,742.555,3297300.827,1.029,59022.573,27.0,477608.875,0.877,2985.0,47.762,1.045,17.569,16.25,17.563,159.285,2998.457,8047.624,11679591.123,1451.309,0.379,130.215,4,219.387,16.25,17.563,0.784,91.699,0,0,9,4,,,,,,,,,,
109,B,6,1,157.172,93455.416,0.787,26.0,868281.684,1.268,2556.48,1.349,11757.167,6.0,196964.11,0.906,2338.0,34.17,1.012,11.932,19.198,19.334,84.184,2339.675,9119.398,9770253.93,1071.37,0.58,111.538,5,152.31,19.198,19.334,0.811,53.43,1,1,10,4,,,,,,,,,,
110,B,6,1,95.803,55535.412,0.956,64.0,82713.326,1139.288,2491724.26,1.238,63758.079,46.0,654499.92,0.44,2935.5,79.88,1.533,22.512,22.655,20.763,223.506,2928.335,23113.534,49814399.356,2155.205,0.397,156.386,4,261.096,22.655,20.763,0.878,95.003,0,2,11,4,,,,,,,,,,
111,B,6,1,46.476,30787.475,1.001,31.0,46872.219,105.732,703980.588,1.024,501873.843,94.0,464984.913,0.855,2842.0,49.075,1.079,19.161,13.908,14.816,163.932,2836.442,10827.568,15236091.561,1407.157,0.345,123.7,4,226.359,13.908,14.816,0.981,95.254,0,0,13,4,,,,,,,,,,
112,B,6,2,141.962,94434.204,0.938,70.0,214704.517,425.041,2616432.076,0.952,754027.365,153.0,251837.332,0.869,2711.5,36.742,1.02,13.326,15.853,11.776,93.374,2697.085,12900.104,45599206.574,3534.794,0.235,248.859,4,435.031,15.853,11.776,0.816,120.393,0,2,13,4,,,,,,,,,,
113,B,6,3,15.316,7702.208,1.035,7.0,16631.117,58.412,434832.115,0.844,77855.989,14.0,434585.688,0.936,2908.0,44.725,0.964,16.163,28.192,28.432,149.039,2915.917,12404.086,14849820.951,1197.172,0.603,130.861,7,157.887,28.192,28.432,0.918,50.516,0,3,13,4,,,,,,,,,,
114,B,6,4,206.183,144161.77,0.784,45.0,734219.366,587.706,4894780.601,1.023,102919.697,22.0,465292.392,0.891,3004.0,46.627,0.992,17.102,13.589,14.439,154.109,3019.239,22962.624,27284039.765,1188.193,0.41,93.463,2,190.885,13.589,14.439,0.998,88.497,0,0,13,4,,,,,,,,,,
115,B,6,5,3.697,1288.97,0.976,2.0,2453.917,35.068,145047.482,1.168,117531.769,30.0,423039.118,0.916,2894.0,44.897,0.968,15.759,18.606,20.684,146.927,2879.255,12094.378,13321642.991,1101.474,0.504,88.882,3,165.718,18.606,20.684,1.3,71.039,0,1,13,4,,,,,,,,,,
116,B,6,6,47.532,20033.335,0.888,26.0,39399.772,53.025,269983.979,0.919,135866.784,31.0,632668.172,0.741,3976.0,52.142,1.272,21.703,9.425,8.477,160.236,3948.364,15879.286,25335235.515,1595.49,0.158,184.222,3,356.152,9.425,8.477,0.987,169.862,0,1,13,4,,,,,,,,,,
117,B,6,7,86.614,30119.791,0.937,29.0,103752.241,156.539,935505.083,1.023,182444.161,39.0,400240.57,0.735,2222.0,55.66,1.249,21.878,14.711,15.776,181.15,2209.448,12431.403,23560714.389,1895.258,0.305,140.103,2,279.323,14.711,15.776,1.562,129.395,0,0,13,4,,,,,,,,,,
118,B,6,1,148.3,73104.251,0.886,49.0,256059.966,223.295,972903.02,0.965,180255.283,54.0,407922.792,0.4,2479.0,71.94,1.698,20.282,20.042,19.579,164.672,2477.186,9703.56,14304256.157,1474.125,0.449,142.899,6,203.218,20.042,19.579,1.078,70.607,0,4,14,4,,,,,,,,,,
119,B,6,2,423.985,229007.568,0.872,125.0,925884.191,933.528,5184035.939,0.918,509877.039,132.0,201156.957,0.898,2483.0,33.744,1.039,12.081,18.095,17.213,81.332,2473.268,12383.809,34502684.231,2786.112,0.211,282.217,8,407.369,18.095,17.213,0.811,118.693,1,2,14,4,,,,,,,,,,
120,B,6,1,53.975,25101.028,0.946,31.0,45186.525,291.846,733274.959,0.989,166160.57,85.0,502129.664,0.571,2454.0,67.194,1.447,23.284,11.37,9.842,205.232,2446.639,7627.949,22161170.068,2905.259,0.123,271.28,2,544.406,11.37,9.842,1.005,251.675,0,0,15,4,,,,,,,,,,
121,B,6,2,28.414,22558.783,0.958,18.0,35267.132,335.576,813827.271,1.441,19878.138,13.0,372288.924,0.746,2647.5,48.219,1.243,20.12,10.538,9.639,137.948,2698.757,14568.137,15240102.097,1046.126,0.287,107.715,2,213.998,10.538,9.639,1.102,100.584,0,0,15,4,,,,,,,,,,
122,B,6,3,172.383,82504.784,0.858,54.0,311244.892,857.054,2415518.905,1.208,78250.118,52.0,946242.025,0.905,3126.0,64.634,1.045,23.919,21.381,13.975,300.93,3144.391,15149.922,31779056.91,2097.638,0.413,182.515,6,252.523,21.381,13.975,0.692,97.806,0,2,15,4,,,,,,,,,,
123,B,6,4,284.452,93524.897,0.886,82.0,414560.367,614.219,1431744.585,1.071,141632.425,85.0,395468.361,0.483,2326.0,66.594,1.717,21.557,11.656,10.428,170.376,2321.155,10107.432,22696395.287,2245.516,0.183,255.464,6,393.038,11.656,10.428,0.829,151.414,0,2,15,4,,,,,,,,,,
124,B,6,5,9.401,4733.989,0.955,8.0,5766.366,327.548,556351.592,1.24,233088.777,159.0,764877.06,0.878,2488.0,66.407,0.988,22.348,46.571,11.719,308.218,2481.608,8449.523,30894581.509,3656.37,0.295,314.434,7,394.887,46.571,11.719,0.707,108.682,0,1,15,4,,,,,,,,,,
125,B,6,1,37.603,21347.946,0.911,22.0,37265.693,294.487,1094212.723,0.957,370480.171,122.0,402948.519,0.486,2738.0,61.751,1.557,18.992,30.425,29.882,147.56,2730.737,9599.105,39028849.706,4065.884,0.435,201.628,4,342.807,30.425,29.882,0.876,139.862,0,2,16,4,,,,,,,,,,
126,B,6,2,27.569,18872.147,1.057,15.0,35742.241,124.111,340049.261,1.211,39798.56,17.0,411247.177,0.917,2800.0,44.697,0.978,16.186,17.805,20.311,145.765,2821.309,9534.602,11813370.15,1239.0,0.6,74.469,2,161.081,17.805,20.311,1.295,70.559,0,0,16,4,,,,,,,,,,
127,B,6,3,2.852,1598.167,0.828,2.0,2417.264,376.453,1136344.209,1.381,146548.921,64.0,307471.065,0.671,2339.0,49.734,1.325,18.23,24.455,21.206,132.033,2328.74,10272.851,25242359.538,2457.191,0.559,150.298,4,235.046,24.455,21.206,0.985,81.125,0,0,16,4,,,,,,,,,,
128,B,6,4,42.039,25770.144,0.992,26.0,42304.503,109.007,379231.865,1.021,204017.858,70.0,411465.085,0.809,2561.0,50.464,1.145,19.96,19.854,12.785,163.932,2509.967,10020.72,13172464.876,1314.523,0.478,131.434,5,185.873,19.854,12.785,0.89,67.896,0,1,16,4,,,,,,,,,,
129,B,6,1,17.851,17297.09,0.98,12.0,25406.468,301.775,1162509.921,0.922,73506.688,30.0,675845.891,0.903,3826.0,49.776,0.996,18.311,16.994,17.578,177.981,3797.297,13371.601,19558867.449,1462.717,0.492,93.733,2,193.312,16.994,17.578,0.993,88.192,0,0,17,4,,,,,,,,,,
130,B,6,2,113.76,42710.324,0.877,41.0,132329.196,172.699,541217.943,1.089,62416.206,28.0,672054.319,0.809,4011.5,50.538,1.14,19.581,10.552,10.097,164.355,4089.042,14417.041,15208431.127,1054.893,0.281,108.421,2,217.306,10.552,10.097,1.033,101.161,0,0,17,4,,,,,,,,,,
131,B,6,3,191.607,80374.834,0.872,61.0,306209.673,309.063,906875.102,1.119,74090.418,34.0,516462.029,0.837,2776.0,52.744,1.112,20.497,13.298,13.812,185.269,2787.633,11958.897,18697552.684,1563.485,0.276,146.206,3,266.613,13.298,13.812,1.062,114.805,0,1,17,4,,,,,,,,,,
132,B,6,4,213.683,98715.688,0.876,82.0,279426.785,441.942,3062331.11,0.963,91282.358,27.0,470962.322,0.784,3126.0,48.934,1.153,17.991,20.167,22.928,149.356,3153.287,13359.844,16943734.053,1268.258,0.485,97.201,3,181.252,20.167,22.928,1.002,77.343,0,1,17,4,,,,,,,,,,
133,B,6,5,297.656,221552.371,0.88,62.0,1551394.05,541.759,2552302.796,1.021,24123.105,10.0,495183.554,0.784,2824.0,53.041,1.099,18.242,13.107,13.658,175.446,2822.431,16794.917,19038457.204,1133.585,0.399,103.586,3,189.013,13.107,13.658,1.026,85.479,0,1,17,4,,,,,,,,,,
134,B,6,1,60.313,41824.759,0.928,43.0,59663.071,139.11,757299.092,1.034,569568.146,128.0,220025.351,0.71,2409.0,40.241,1.359,16.2,16.827,17.925,91.473,2405.368,16629.859,44872960.219,2698.337,0.282,198.512,4,346.746,16.827,17.925,1.22,154.738,0,0,18,4,,,,,,,,,,
135,B,6,2,30.949,13447.24,0.851,11.0,44936.612,65.805,398840.279,0.98,306724.56,59.0,496541.489,0.968,3016.0,46.512,0.937,15.786,12.377,9.966,166.573,2980.922,12023.861,16728958.66,1391.313,0.237,174.454,6,271.492,12.377,9.966,0.819,105.765,0,2,18,4,,,,,,,,,,
136,B,6,3,190.128,124386.212,0.935,72.0,365826.056,477.01,4659695.434,0.958,340198.298,53.0,496938.751,0.724,2502.0,58.854,1.187,21.174,14.928,15.29,199.634,2489.246,14283.958,24328846.438,1703.229,0.326,123.249,2,256.216,14.928,15.29,0.951,115.85,0,0,18,4,,,,,,,,,,
137,B,6,4,55.454,25765.218,0.948,31.0,48539.007,42.356,252697.238,0.948,176011.434,34.0,481895.307,0.918,3094.5,46.263,0.996,17.335,8.646,7.511,156.327,3082.604,11412.055,12700266.829,1112.882,0.185,136.941,2,274.979,8.646,7.511,1.065,126.074,0,0,18,4,,,,,,,,,,
138,B,6,1,109.112,47869.69,0.875,50.0,104302.238,135.625,186784.242,1.018,127654.548,115.0,458038.804,0.897,2313.0,51.658,1.077,18.65,21.227,23.292,190.55,2403.768,3473.553,3676700.639,1058.484,0.67,54.695,2,140.889,21.227,23.292,1.321,49.934,0,0,19,4,,,,,,,,,,
139,B,8,1,8.978,8586.19,1.092,7.0,10981.785,416.908,1962315.792,0.988,116815.58,41.0,486314.723,0.775,2894.0,52.303,1.048,17.98,15.651,11.495,168.686,2882.964,13517.721,22775327.71,1684.85,0.392,140.487,4,232.384,15.651,11.495,0.901,81.471,0,0,1,6,,,,,,,,,,
140,B,8,1,30.526,19557.007,0.98,18.0,34340.153,880.081,3725053.426,1.393,30496.563,13.0,344925.196,0.709,2244.0,52.25,1.269,19.122,18.245,11.714,154.109,2238.187,10935.614,27424183.216,2507.786,0.302,172.137,3,322.943,18.245,11.714,1.3,133.791,0,1,2,6,,,,,,,,,,
141,B,8,2,482.713,532429.402,0.8,126.0,2548928.766,1035.457,5158919.944,1.09,74514.065,29.0,246928.865,0.63,2662.0,43.066,1.216,14.479,28.306,25.246,92.951,2656.537,15774.642,31461594.732,1994.441,0.384,190.171,7,255.368,28.306,25.246,1.036,80.671,0,3,2,6,,,,,,,,,,
142,B,8,1,5.915,4458.972,0.966,5.0,5438.818,533.942,1817953.932,1.176,23605.564,13.0,479092.294,0.767,2772.5,53.365,1.221,21.016,29.318,30.159,173.861,2755.6,12911.412,16369552.165,1267.836,0.753,77.401,3,145.489,29.318,30.159,0.898,50.4,0,1,3,6,,,,,,,,,,
143,B,8,2,28.097,8772.41,0.852,10.0,24071.454,442.787,864144.713,1.244,128240.437,78.0,820594.344,0.835,3261.0,61.669,1.104,23.47,13.795,12.71,252.764,3246.479,14445.139,40055056.23,2772.909,0.188,240.373,4,429.98,13.795,12.71,0.974,189.205,0,0,3,6,,,,,,,,,,
144,B,8,1,69.714,40710.332,0.957,40.0,73197.639,384.164,1273024.165,1.019,92299.323,36.0,368643.962,0.421,2604.0,64.772,1.18,17.064,12.729,11.341,140.589,2622.14,24785.005,30601281.518,1234.669,0.338,102.497,2,214.376,12.729,11.341,1.706,94.591,0,0,4,6,,,,,,,,,,
145,B,8,2,33.801,23435.815,0.925,24.0,33473.381,240.3,910279.236,0.954,221540.251,75.0,489743.679,0.887,2636.0,51.236,1.033,18.245,27.371,31.527,185.375,2641.913,15171.519,20303873.719,1338.289,0.636,90.457,3,162.592,27.371,31.527,0.903,58.645,0,1,4,6,,,,,,,,,,
146,B,8,3,10.351,10443.551,0.883,7.0,15178.963,480.39,2031641.16,1.126,67593.263,28.0,342159.152,0.827,2840.0,42.294,1.0,14.653,18.992,18.631,117.774,2905.227,24906.653,38641258.975,1551.443,0.536,109.01,3,190.741,18.992,18.631,0.902,82.133,0,1,4,6,,,,,,,,,,
147,B,8,4,18.168,9568.597,0.976,13.0,13588.226,41.3,131941.124,0.989,127744.513,45.0,187016.621,0.78,2327.0,35.993,1.175,13.61,16.694,16.479,80.382,2326.603,11228.386,11558912.751,1029.437,0.423,113.35,5,174.838,16.694,16.479,1.147,68.065,0,1,4,6,,,,,,,,,,
148,B,8,5,31.582,12421.126,0.969,17.0,23135.602,62.953,199609.211,1.049,172097.947,63.0,196495.762,0.738,2287.0,38.241,1.21,14.068,15.853,15.657,85.874,2288.176,11454.813,16230038.777,1416.875,0.376,160.295,7,217.544,15.853,15.657,1.038,84.214,0,1,4,6,,,,,,,,,,
149,B,8,6,87.881,76839.142,0.866,23.0,332941.648,864.237,3873255.129,1.189,47075.822,20.0,322014.684,0.87,2549.0,42.575,1.045,15.479,19.084,20.419,125.484,2566.173,10948.452,28452079.132,2598.731,0.353,147.623,2,304.165,19.084,20.419,1.135,135.971,0,0,4,6,,,,,,,,,,
150,B,8,1,2.852,3251.111,0.965,3.0,3090.634,257.095,635183.353,1.26,150145.246,72.0,489210.582,0.818,3054.0,49.478,1.151,19.765,18.97,20.006,159.285,3071.293,17498.832,31880200.491,1821.847,0.443,172.399,7,227.424,18.97,20.006,0.862,85.454,0,1,5,6,,,,,,,,,,
151,B,8,2,159.391,100340.513,0.924,64.0,266795.007,930.148,4105855.748,1.092,141476.913,59.0,348147.546,0.749,2533.0,48.151,1.112,17.368,14.335,13.908,138.16,2519.894,17127.522,37971654.348,2216.996,0.253,165.369,2,331.562,14.335,13.908,1.01,156.63,0,0,5,6,,,,,,,,,,
152,B,8,3,162.559,87221.865,0.822,35.0,509169.676,240.723,1172067.12,1.017,99206.625,31.0,461041.767,0.607,2904.0,57.311,1.589,21.703,14.168,12.953,158.546,2907.946,14947.952,16850032.815,1127.247,0.373,109.961,3,194.98,14.168,12.953,0.942,82.129,0,1,5,6,,,,,,,,,,
153,B,8,1,535.632,299223.92,0.844,108.0,1846195.206,1319.91,4387558.151,1.286,48497.867,29.0,498041.492,0.759,2669.0,55.527,1.276,22.203,11.861,11.127,186.22,2674.484,27409.001,58116622.272,2120.348,0.197,186.67,2,367.721,11.861,11.127,1.536,172.701,0,0,6,6,,,,,,,,,,
154,B,8,2,9.19,3551.589,0.839,4.0,8529.347,477.96,1306680.597,1.373,23186.729,14.0,387848.776,0.909,2810.5,43.563,0.951,14.535,13.157,12.862,137.315,2824.528,25113.393,25178876.693,1002.608,0.432,80.724,2,170.739,13.157,12.862,1.466,76.778,0,0,6,6,,,,,,,,,,
155,B,8,3,3.591,2172.722,0.956,3.0,2596.724,350.786,752808.272,1.367,88536.041,56.0,619424.606,0.894,3382.0,51.263,0.998,18.669,14.226,14.117,186.959,3313.156,17585.42,26480346.836,1505.813,0.361,113.298,2,228.821,14.226,14.117,1.01,105.951,0,0,6,6,,,,,,,,,,
156,B,8,4,12.675,9680.774,0.911,9.0,13085.127,496.656,889731.168,1.301,173300.707,110.0,383134.556,0.722,2450.0,51.924,1.246,19.581,26.672,25.74,154.954,2472.566,11226.335,29305846.561,2610.455,0.502,166.418,5,255.75,26.672,25.74,1.356,98.636,0,1,6,6,,,,,,,,,,
157,B,8,5,256.778,163248.29,0.924,132.0,359310.692,417.648,1061346.271,1.04,326268.927,161.0,230071.179,0.471,2470.5,49.732,1.287,12.753,19.86,20.155,92.74,2480.815,12371.31,34355479.537,2777.029,0.263,216.648,5,363.985,19.86,20.155,0.959,135.68,0,3,6,6,,,,,,,,,,
158,B,8,1,181.466,121669.312,0.934,99.0,231604.137,1039.154,5519344.468,0.901,38494.939,15.0,627409.13,0.407,2628.0,86.053,1.461,22.655,11.7,8.153,239.667,2617.84,11580.629,28261327.555,2440.397,0.159,252.313,4,439.245,11.7,8.153,0.774,153.337,0,2,7,6,,,,,,,,,,
159,B,8,2,115.978,110888.153,0.867,50.0,308945.084,638.09,1788347.328,1.373,139712.888,62.0,404870.184,0.713,2815.0,50.498,1.163,18.095,17.978,12.511,144.603,2799.878,12926.333,43997503.533,3403.711,0.206,281.469,6,456.061,17.978,12.511,0.808,169.981,0,2,7,6,,,,,,,,,,
160,B,8,3,38.871,18432.828,0.895,22.0,32749.839,55.771,138970.045,1.093,116564.681,50.0,519240.22,0.739,2477.0,59.774,1.28,23.678,12.902,10.928,210.091,2471.498,12013.283,22368558.466,1861.985,0.238,155.218,2,313.71,12.902,10.928,1.399,146.242,0,0,7,6,,,,,,,,,,
161,B,8,4,24.928,15107.673,0.89,14.0,28232.93,513.979,2204378.122,1.018,142123.321,53.0,386619.6,0.672,2549.0,53.308,1.11,17.541,14.251,11.205,151.997,2543.606,9811.64,43660194.859,4449.837,0.119,396.478,6,686.799,14.251,11.205,1.163,313.119,0,2,7,6,,,,,,,,,,
162,B,8,5,61.897,41620.375,0.914,35.0,71557.258,359.342,1316246.246,0.978,213242.447,75.0,428558.741,0.826,3122.0,44.687,1.068,16.994,14.761,14.898,131.294,3264.119,20160.392,33140993.837,1643.867,0.332,144.034,4,249.62,14.761,14.898,0.888,105.666,0,2,7,6,,,,,,,,,,
163,B,8,1,270.615,111441.329,0.914,131.0,234772.935,164.566,807321.096,0.996,471434.668,115.0,364458.826,0.431,2932.0,59.928,1.51,16.263,15.377,14.304,123.266,2956.68,8977.646,21439619.766,2388.111,0.242,232.483,7,352.202,15.377,14.304,0.894,110.179,0,3,8,6,,,,,,,,,,
164,B,8,2,244.209,112556.461,0.918,128.0,217600.693,185.058,887954.529,1.0,577396.416,144.0,280265.248,0.663,2680.0,44.524,1.192,14.905,17.094,16.101,104.57,2680.161,10417.946,27812915.558,2669.712,0.191,302.144,10,419.585,17.094,16.101,0.9,145.28,1,2,8,6,,,,,,,,,,
165,B,8,3,216.746,100823.528,0.933,113.0,191352.275,154.849,829274.103,0.975,512843.942,114.0,294363.968,0.634,2816.0,45.59,1.383,16.022,27.064,14.362,104.887,2806.481,9782.739,23152508.729,2366.669,0.275,242.438,7,328.93,27.064,14.362,0.961,88.104,0,3,8,6,,,,,,,,,,
166,B,8,4,604.712,533698.644,0.801,155.0,2700803.634,877.44,4492903.769,1.017,223934.019,66.0,419359.193,0.724,2730.0,51.308,1.12,17.991,20.089,18.035,151.574,2766.693,8260.705,22868664.007,2768.367,0.288,197.151,5,347.394,20.089,18.035,1.189,143.39,0,1,8,6,,,,,,,,,,
167,B,8,5,229.21,329523.387,0.789,58.0,1504867.863,489.157,2882907.773,0.955,60554.052,19.0,427980.752,0.861,3228.0,43.708,1.028,16.498,12.873,13.819,130.871,3270.241,20797.255,25855665.618,1243.225,0.368,101.92,2,205.995,12.873,13.819,1.49,97.777,0,0,8,6,,,,,,,,,,
