,Row,Col,Target,TMRE AREA,TMRE INTENSITY,TMRE FORM FACTOR,TMRE COUNT,TMRE DxA,MITOTRECKER AREA,MITOTRACKER DxA,MITOTRACKER FORM FACTOR,MITOTRACKER INTENSITY,MITOTRACKER COUNT,NUCLEAR DXA,NUC FORM FACTOR,NUC MEDIAN DENSITY,NUCLEAR PARIMETER,NUCLEAR WRMI,NUCLEUS MAX CHORD,NUCLEAR AVG DIAMETER,NUCLEAR MED DIAMETER,NUCLEAR AREA,NUCLEAR INTENSITY,CELL INTENSITY,CELL DXA,CELL AREA,CELL FORM FACTOR,CELL FIBER LENGTH,CELL END NODES,CELL PARIEMETER,CELL AVG  DIAMETER,CELL MED DIAMETER,CELL FRMI,CELL LENGTH,CELL CROSSING POINTS,CELL BRANCH NODES,Field,CHRONO_ORDER
0,B,2,1,62.848,714626.722,0.859,23,1876646.083,1216.501,581048.989,1.349,58524.309,164,845364.095,0.869,2919.5,66.204,0.959,25.107,19.229,16.685,303.148,2788.616,15875.41,34927427.951,2200.096,0.353,176.577,5,279.709,19.229,16.685,1.046,118.407,0,1,1,0
1,B,2,2,86.086,1587035.875,0.902,44,3264084.964,652.772,404240.755,1.27,20350.908,56,327977.622,0.846,1628.5,55.0,0.926,19.112,20.204,21.483,203.648,1610.512,19335.295,24844836.845,1284.947,0.495,101.56,3,180.638,20.204,21.483,0.869,74.826,0,1,1,0
2,B,2,3,130.766,1570721.449,0.907,43,4745018.265,647.808,417255.218,1.212,15993.177,43,560412.195,0.936,2928.5,51.224,0.849,17.525,15.377,12.369,195.409,2867.891,17383.406,22961053.046,1320.86,0.42,94.127,2,198.881,15.377,12.369,1.0,84.486,0,0,1,0
3,B,2,4,90.944,1231199.676,0.843,32,3642965.832,367.897,211837.812,1.196,15916.703,43,288883.533,0.837,1632.0,52.214,0.982,19.836,19.543,19.266,181.678,1590.088,9904.236,11113257.608,1122.071,0.695,82.365,3,142.468,19.543,19.266,0.976,51.937,0,1,1,0
4,B,2,5,272.622,3774301.4,0.848,108,10097482.342,634.393,369457.604,1.086,29466.105,69,347750.812,0.781,1444.0,61.908,1.116,24.89,15.204,14.612,238.294,1459.338,12525.722,27451948.748,2191.646,0.265,181.803,4,322.114,15.204,14.612,1.321,143.834,0,0,1,0
5,B,2,6,228.893,3303896.727,0.806,104,7336594.187,514.93,306979.479,0.893,18644.977,45,353826.348,0.741,1648.0,60.817,1.036,20.795,17.813,17.383,218.013,1622.958,10198.733,17170404.689,1683.582,0.427,108.994,2,222.582,17.813,17.383,1.049,100.624,0,0,1,0
6,B,2,7,117.879,1353482.153,0.842,42,3763316.34,573.13,323078.661,1.291,27425.592,75,304791.424,0.937,1556.0,52.256,0.898,19.002,10.391,9.199,203.542,1497.434,15036.227,18493295.798,1229.916,0.22,126.713,3,265.352,10.391,9.199,1.087,117.084,0,1,1,0
7,B,2,8,116.4,1616796.41,0.856,50,3930609.203,417.119,223165.418,1.234,38674.215,106,517309.366,0.871,2487.0,55.54,0.992,21.857,15.632,17.927,213.683,2420.924,14156.082,19562468.577,1381.913,0.447,96.311,2,197.11,15.632,17.927,1.183,88.179,0,0,1,0
8,B,2,9,330.083,5062315.333,0.849,152,11417963.791,875.961,491913.777,1.01,38525.868,89,625947.998,0.876,1921.0,68.288,0.963,24.568,15.491,11.302,324.907,1926.543,13665.686,30392044.233,2223.968,0.24,189.102,4,341.24,15.491,11.302,0.82,134.88,0,0,1,0
9,B,2,10,36.758,643351.239,0.965,20,1170207.776,1326.776,599453.999,1.32,179980.065,505,663759.041,0.93,1618.0,75.41,0.948,27.219,20.812,15.289,420.816,1577.313,8696.204,45017233.247,5176.653,0.204,338.457,5,564.738,20.812,15.289,0.989,244.313,0,3,1,0
