,Row,Col,Target,ER AREA,ER INTENSITY,ER FORM FACTOR,ER COUNT,ER DxA,LYSO AREA,LYSO DxA,LYSO FORM FACTOR,LYSO INTENSITY,LYSO COUNT,NUCLEAR DXA,NUC FORM FACTOR,NUC MEDIAN DENSITY,NUCLEAR PARIMETER,NUCLEAR WRMI,NUCLEUS MAX CHORD,NUCLEAR AVG DIAMETER,NUCLEAR MED DIAMETER,NUCLEAR AREA,NUCLEAR INTENSITY,CELL INTENSITY,CELL DXA,CELL AREA,CELL FORM FACTOR,CELL FIBER LENGTH,CELL END NODES,CELL PARIEMETER,CELL AVG  DIAMETER,CELL MED DIAMETER,CELL FRMI,CELL LENGTH,CELL CROSSING POINTS,CELL BRANCH NODES,Field,CHRONO_ORDER
0,B,2,1,1.901,1309.0,0.965,2,1244.387,830.331,2754445.567,1.385,45738.389,21,710843.464,0.934,2991.5,57.291,0.94,20.042,33.741,36.609,243.997,2913.324,11709.299,20620150.556,1761.006,0.824,124.254,5,163.882,33.741,36.609,0.97,56.931,0,3,1,0
1,B,2,1,2.852,2028.111,0.965,3,1928.002,408.458,1251435.464,1.254,74873.908,36,640457.816,0.834,2988.5,56.638,1.121,22.466,17.008,18.122,212.943,3007.646,11708.506,12396976.041,1058.801,0.597,77.669,3,149.289,17.008,18.122,1.202,62.572,0,1,2,0
2,B,2,2,40.561,22951.278,0.957,26,36059.965,698.403,2439352.593,1.158,98316.925,48,532824.432,0.817,2623.0,55.853,1.138,20.832,17.435,18.243,202.697,2628.669,17635.888,24330274.193,1379.589,0.526,86.235,2,181.473,17.435,18.243,1.245,81.602,0,0,2,0
3,B,2,3,10.668,8672.359,1.035,8,12178.217,805.614,2760446.741,1.216,186854.91,91,368831.977,0.603,1827.0,65.262,1.681,28.052,20.205,19.355,204.387,1804.573,16633.372,51952309.521,3123.378,0.319,185.99,3,350.67,20.205,19.355,1.164,149.905,0,1,2,0
4,B,2,4,7.394,5795.056,0.99,7,6016.49,506.057,1555826.458,1.205,96316.424,48,409931.704,0.814,2354.0,51.625,1.15,19.517,26.029,28.789,172.699,2373.671,12710.134,18784652.788,1477.927,0.771,61.818,2,155.206,26.029,28.789,0.951,59.169,0,0,2,0
5,B,2,5,50.173,35105.068,0.949,34,52257.802,817.761,3741969.946,1.135,48020.02,22,453634.492,0.855,2440.0,51.978,1.025,18.466,20.92,21.557,183.896,2466.801,21849.734,25513975.131,1167.702,0.644,74.385,3,151.005,20.92,21.557,0.973,62.418,0,1,2,0
6,B,2,6,4.542,2311.662,0.914,3,4043.808,614.007,2880329.745,1.449,27904.717,13,640292.299,0.824,3628.0,51.719,1.07,21.227,14.323,15.452,175.34,3651.716,17201.605,19742943.215,1147.738,0.422,90.709,2,184.937,14.323,15.452,1.193,82.958,0,0,2,0
7,B,2,7,0.951,499.333,0.965,1,474.686,618.761,1633333.239,1.385,174636.239,90,468474.605,0.827,2206.5,56.874,1.001,20.45,24.748,25.438,212.943,2199.998,11097.854,18202362.159,1640.17,0.578,107.315,3,188.853,24.748,25.438,1.405,82.509,0,1,2,0
8,B,2,8,4.964,2501.989,0.916,3,4262.138,457.257,1623758.083,1.139,50572.159,23,443534.584,0.751,2281.0,56.467,1.154,21.333,19.161,18.923,190.656,2326.361,13853.377,15361564.747,1108.868,0.584,103.744,5,154.417,19.161,18.923,0.722,57.66,0,1,2,0
9,B,2,9,5.915,2327.722,1.184,3,4392.587,686.467,2382005.174,1.442,35256.818,17,438329.411,0.863,2426.0,51.774,1.019,19.561,22.621,26.325,184.002,2382.206,14917.66,19294464.357,1293.398,0.678,62.203,2,154.86,22.621,26.325,0.915,61.104,0,0,2,0
10,B,2,1,12.253,4863.631,0.903,7,8781.794,506.163,1752494.074,1.309,35932.075,17,592584.046,0.836,2622.0,59.237,1.064,22.844,22.952,25.961,233.435,2538.543,10476.074,13394811.16,1278.61,0.741,79.282,3,147.29,22.952,25.961,0.886,59.748,0,1,3,0
11,B,2,2,4.542,2426.526,0.997,3,3629.118,701.044,2188001.671,1.242,39389.402,19,706579.002,0.906,3149.0,56.069,0.934,20.59,24.771,29.668,226.569,3118.604,16319.147,19671271.986,1205.411,0.719,79.385,3,145.164,24.771,29.668,0.843,55.537,0,1,3,0
12,B,2,3,25.667,12378.562,0.951,16,20476.77,424.724,1427502.094,1.336,73484.714,35,393030.711,0.83,2285.5,51.849,1.1,20.204,20.603,22.014,177.664,2212.215,12029.66,14583272.371,1212.276,0.603,97.35,4,158.903,20.603,22.014,0.896,60.547,0,2,3,0
13,B,2,4,57.566,25893.434,0.95,36,41899.742,494.332,1405588.803,1.177,158296.419,72,408020.602,0.931,2087.0,51.819,0.969,18.883,24.43,27.979,198.895,2051.439,11086.942,16453615.082,1484.054,0.649,144.896,6,169.516,24.43,27.979,0.825,61.976,0,2,3,0
14,B,2,5,117.246,57666.458,0.923,56,123907.8,533.626,2813806.968,1.132,93593.007,39,752177.576,0.943,3778.0,52.266,0.93,18.554,18.396,16.792,204.916,3670.671,15601.042,18851802.143,1208.368,0.443,131.351,6,185.236,18.396,16.792,0.952,60.919,0,2,3,0
