,Row,Col,Target,ER AREA,ER INTENSITY,ER FORM FACTOR,ER COUNT,ER DxA,LYSO AREA,LYSO DxA,LYSO FORM FACTOR,LYSO INTENSITY,LYSO COUNT,NUCLEAR DXA,NUC FORM FACTOR,NUC MEDIAN DENSITY,NUCLEAR PARIMETER,NUCLEAR WRMI,NUCLEUS MAX CHORD,NUCLEAR AVG DIAMETER,NUCLEAR MED DIAMETER,NUCLEAR AREA,NUCLEAR INTENSITY,CELL INTENSITY,CELL DXA,CELL AREA,CELL FORM FACTOR,CELL FIBER LENGTH,CELL END NODES,CELL PARIEMETER,CELL AVG  DIAMETER,CELL MED DIAMETER,CELL FRMI,CELL LENGTH,CELL CROSSING POINTS,CELL BRANCH NODES,Field,TMRE AREA,TMRE INTENSITY,TMRE FORM FACTOR,TMRE COUNT,TMRE DxA,MITOTRECKER AREA,MITOTRACKER DxA,MITOTRACKER FORM FACTOR,MITOTRACKER INTENSITY,MITOTRACKER COUNT,CHRONO_ORDER
0,B,3,1,29.575,16038.84,0.985,20.0,24334.253,36.969,84871.277,1.092,85511.493,42.0,371429.441,0.522,2705.0,57.201,1.405,17.956,15.625,12.462,135.941,2732.276,9860.404,12124344.109,1229.599,0.372,106.1,3,203.855,15.625,12.462,0.878,72.194,0,1,1,,,,,,,,,,,1
1,B,3,2,210.514,79218.005,0.878,70.0,263213.843,629.851,1751996.784,1.217,67250.6,36.0,371169.071,0.44,2264.0,67.936,1.782,22.753,16.607,14.752,161.609,2296.715,14985.176,21949144.03,1464.724,0.365,123.077,3,224.537,16.607,14.752,1.164,91.32,0,1,1,,,,,,,,,,,1
2,B,3,3,323.534,222395.717,0.877,122.0,735008.397,641.259,2122984.917,1.143,58341.487,31.0,515110.432,0.779,3856.0,46.525,1.145,19.194,18.85,12.793,134.251,3836.91,14747.074,27084992.804,1836.635,0.264,188.727,7,295.544,18.85,12.793,0.866,75.145,0,5,1,,,,,,,,,,,1
3,B,3,4,2.218,1771.167,0.999,2.0,1982.294,415.324,939817.71,1.232,152566.248,83.0,362697.608,0.489,2456.0,61.694,1.639,20.778,28.791,28.512,148.194,2447.45,10923.508,44174879.932,4044.019,0.467,234.346,5,329.741,28.791,28.512,0.778,127.683,0,3,1,,,,,,,,,,,1
4,B,3,5,241.885,185572.536,0.857,75.0,713278.368,1357.407,4816027.321,1.033,112337.244,53.0,703454.567,0.411,3177.0,82.309,1.72,24.17,17.541,11.302,221.499,3175.882,14089.98,34943241.94,2480.007,0.201,244.585,9,394.125,17.541,11.302,1.333,104.902,0,5,1,,,,,,,,,,,1
5,B,3,6,0.951,783.333,0.965,1.0,744.667,557.814,1413116.915,1.399,61197.944,35.0,352737.127,0.604,2399.0,55.35,1.285,18.406,22.647,22.194,147.349,2393.887,13212.492,24186976.732,1830.614,0.395,173.42,6,241.231,22.647,22.194,0.652,84.24,0,2,1,,,,,,,,,,,1
6,B,3,7,0.951,600.0,0.965,1.0,570.384,429.795,915837.729,1.378,149180.44,86.0,228508.539,0.793,2319.0,39.515,1.127,14.545,18.07,18.837,98.55,2318.716,11105.534,31695530.259,2854.03,0.307,185.169,3,341.87,18.07,18.837,0.943,151.776,0,1,1,,,,,,,,,,,1
7,B,3,1,6.021,3981.389,0.976,6.0,4007.578,388.178,738214.164,1.228,174383.498,108.0,171610.772,0.65,2163.0,39.16,1.303,13.82,28.529,27.677,79.326,2163.373,8261.428,48639323.146,5887.52,0.202,448.387,13,604.551,28.529,27.677,1.177,169.156,1,7,2,,,,,,,,,,,1
8,B,3,2,915.888,577504.764,0.868,309.0,2017406.393,946.731,2275174.446,0.999,656701.659,340.0,303012.356,0.711,2766.0,44.033,1.134,14.816,27.131,25.126,109.64,2763.693,11787.444,57205867.61,4853.119,0.328,259.912,4,430.933,27.131,25.126,0.914,166.28,0,2,2,,,,,,,,,,,1
9,B,3,3,15.633,5639.124,0.945,5.0,30045.376,333.252,675599.358,1.078,324464.269,183.0,254190.375,0.759,2542.5,40.753,1.096,14.991,24.597,22.666,100.345,2533.158,12068.551,35883213.866,2973.283,0.408,188.033,5,302.591,24.597,22.666,0.701,118.881,0,1,2,,,,,,,,,,,1
10,B,3,4,480.178,303962.3,0.924,208.0,755691.772,906.276,2046699.602,1.055,521629.009,270.0,330106.42,0.833,3435.5,38.049,1.014,13.819,20.699,19.45,95.909,3441.873,11381.221,50289936.788,4418.677,0.22,270.797,4,502.221,20.699,19.45,1.399,203.801,0,2,2,,,,,,,,,,,1
11,B,3,5,136.047,87494.732,0.918,66.0,194540.614,1055.949,5699557.047,1.006,144225.785,67.0,897381.174,0.777,3590.0,63.716,1.135,23.844,11.152,9.182,251.074,3574.164,16619.899,49312084.846,2967.051,0.113,308.373,4,574.467,11.152,9.182,1.198,255.043,0,2,2,,,,,,,,,,,1
12,B,3,6,120.097,67490.917,0.946,64.0,128023.857,1147.95,3706764.078,1.054,128279.064,63.0,701360.309,0.838,3257.0,56.491,0.984,19.062,26.146,25.088,212.732,3296.921,13444.709,32302020.362,2402.582,0.558,159.385,5,232.638,26.146,25.088,0.803,93.774,0,1,2,,,,,,,,,,,1
13,B,3,1,484.192,369881.375,0.808,142.0,1429136.454,1185.87,4121592.947,1.033,72657.516,36.0,703231.801,0.526,3241.0,71.488,1.446,25.533,16.265,8.331,213.894,3287.761,11535.506,26025003.729,2256.078,0.322,206.885,6,296.774,16.265,8.331,1.046,115.421,0,4,3,,,,,,,,,,,1
14,B,3,2,21.97,11628.25,0.995,16.0,16224.455,280.544,546730.172,1.165,202794.723,116.0,489744.313,0.782,2648.0,54.185,1.12,20.424,22.311,23.442,182.734,2680.094,9643.928,28773954.072,2983.634,0.276,221.684,5,368.406,22.311,23.442,1.106,146.24,0,3,3,,,,,,,,,,,1
15,B,3,3,49.644,27150.204,0.91,29.0,46243.847,727.978,1861758.544,1.19,57896.581,33.0,867006.348,0.758,3523.5,63.756,1.068,22.406,27.217,31.066,245.265,3534.979,13078.607,24752795.107,1892.617,0.693,99.713,3,185.252,27.217,31.066,1.032,74.261,0,1,3,,,,,,,,,,,1
16,B,3,4,27.674,16173.64,0.993,23.0,19522.75,20.914,40322.104,1.089,67216.383,37.0,248196.278,0.721,2676.5,40.031,1.12,12.695,19.054,19.97,91.895,2700.864,9635.367,10501154.086,1089.855,0.47,121.293,5,170.719,19.054,19.97,0.811,65.302,0,1,3,,,,,,,,,,,1
17,B,3,5,49.433,26023.633,0.965,34.0,37967.37,340.963,746666.826,1.117,124918.046,69.0,203771.532,0.882,2748.0,32.489,1.025,11.231,24.0,23.765,74.044,2752.024,9536.94,14893735.204,1561.689,0.482,157.851,7,201.762,24.0,23.765,0.859,62.933,1,1,3,,,,,,,,,,,1
18,B,3,6,50.067,30787.766,1.007,32.0,48673.681,663.124,1948223.093,1.092,182817.247,88.0,681306.996,0.52,3148.0,71.611,1.474,25.237,15.727,17.563,212.204,3210.626,13727.683,27795208.318,2024.756,0.235,188.814,6,329.374,15.727,17.563,0.786,122.16,0,4,3,,,,,,,,,,,1
19,B,3,7,252.553,154626.718,0.857,81.0,572984.61,1165.906,4695341.765,1.082,90702.851,39.0,444235.31,0.652,2763.0,55.774,1.365,20.674,17.805,12.869,161.397,2752.431,18067.364,43007566.959,2380.401,0.305,186.472,4,313.032,17.805,12.869,1.189,135.382,0,2,3,,,,,,,,,,,1
20,B,3,8,0.951,758.889,0.965,1.0,721.43,388.283,885371.642,1.163,74449.975,42.0,454453.626,0.886,2912.0,47.176,1.001,16.285,17.248,20.698,156.855,2897.276,16722.622,19995121.404,1195.693,0.549,93.525,3,165.493,17.248,20.698,1.195,70.554,0,1,3,,,,,,,,,,,1
21,B,3,9,13.415,3603.822,0.922,4.0,12304.652,600.804,1516213.214,1.305,64300.442,36.0,357122.32,0.819,2569.0,46.261,1.033,15.624,17.213,15.479,139.533,2559.416,13321.043,38150922.414,2863.959,0.258,226.782,4,373.667,17.213,15.479,0.795,121.241,0,0,3,,,,,,,,,,,1
22,B,3,1,55.982,39700.641,1.02,46.0,47894.79,228.682,535563.435,1.118,210120.838,105.0,561468.989,0.857,2753.0,54.338,1.099,20.155,24.137,24.232,201.324,2788.879,8061.075,22923960.264,2843.785,0.392,156.57,3,301.929,24.137,24.232,1.023,116.913,0,1,4,,,,,,,,,,,1
23,B,3,2,4.014,2415.717,0.962,3.0,3271.361,121.365,243416.569,1.308,195093.711,103.0,520706.528,0.273,2650.0,95.052,2.378,20.026,21.227,20.769,196.36,2651.798,12304.395,31537822.269,2563.135,0.392,182.061,5,286.598,21.227,20.769,1.087,106.868,0,3,4,,,,,,,,,,,1
24,B,3,3,149.039,72716.148,0.939,78.0,140512.933,317.725,1372359.947,0.919,211570.118,69.0,491053.871,0.915,3268.0,45.394,1.025,16.821,21.435,25.275,149.99,3273.916,9589.258,17685908.051,1844.346,0.369,194.005,7,250.724,21.435,25.275,0.941,83.903,0,5,4,,,,,,,,,,,1
25,B,3,4,349.413,516053.849,0.824,105.0,1750044.277,45.736,101715.443,1.243,144788.919,73.0,664882.908,0.662,3346.0,61.582,1.342,23.514,25.824,27.527,199.845,3326.985,20045.263,61694255.315,3077.747,0.468,172.4,4,287.622,25.824,27.527,1.209,122.519,0,0,4,,,,,,,,,,,1
26,B,3,1,164.355,76156.081,0.945,89.0,143884.533,1076.335,1588279.064,1.159,110397.221,99.0,542753.437,0.357,2598.0,85.469,2.39,29.446,19.671,16.203,207.345,2617.635,10979.799,18933060.357,1724.354,0.378,144.114,4,239.569,19.671,16.203,1.15,87.051,0,2,5,,,,,,,,,,,1
27,B,3,2,3.908,3389.578,0.963,4.0,3346.356,834.873,1113202.798,1.282,160595.296,157.0,321146.539,0.505,2496.0,56.715,1.599,19.579,20.155,18.035,129.181,2486.014,10163.291,30488863.672,2999.901,0.233,289.628,10,402.34,20.155,18.035,0.56,118.947,0,4,5,,,,,,,,,,,1
28,B,3,3,31.265,20614.451,0.957,24.0,27090.05,952.963,1499171.104,1.183,242148.352,223.0,194436.572,0.82,2537.5,34.244,1.078,11.845,29.448,17.878,76.474,2542.53,9073.853,37566058.509,4140.034,0.233,266.368,6,472.035,29.448,17.878,1.053,143.279,0,4,5,,,,,,,,,,,1
29,B,3,4,217.485,84593.238,0.917,63.0,384321.588,545.773,785104.234,1.21,60479.483,57.0,545046.062,0.777,2755.0,56.371,1.121,19.891,13.508,15.204,196.465,2774.259,10772.217,15854557.922,1471.801,0.328,116.207,2,237.413,13.508,15.204,1.014,108.755,0,0,5,,,,,,,,,,,1
30,B,3,5,872.898,453587.172,0.875,268.0,1788980.982,1503.7,2134947.656,1.244,242727.606,227.0,193067.44,0.797,2360.0,35.929,1.115,13.007,18.525,19.175,81.861,2358.49,10357.514,51577990.031,4979.765,0.16,337.328,4,626.006,18.525,19.175,0.924,293.774,0,2,5,,,,,,,,,,,1
31,B,3,6,61.897,28194.684,0.941,27.0,69326.213,1249.246,2588865.122,1.119,90157.942,75.0,497011.0,0.851,2602.0,53.207,1.069,19.783,23.827,16.087,191.607,2593.913,11361.849,29760409.194,2619.328,0.36,229.418,6,302.31,23.827,16.087,0.853,98.583,0,2,5,,,,,,,,,,,1
32,B,3,7,127.914,74194.444,0.957,85.0,112037.379,1051.83,1518122.098,1.219,183161.122,168.0,369873.456,0.667,3178.0,46.499,1.354,18.535,25.154,25.403,114.71,3224.409,10471.237,31365109.178,2995.359,0.362,199.753,6,322.609,25.154,25.403,1.257,120.315,0,2,5,,,,,,,,,,,1
33,B,3,8,12.358,10194.569,0.964,9.0,14228.007,592.882,1251931.275,1.351,37798.338,36.0,615481.248,0.783,3233.0,54.996,1.129,21.669,14.492,14.708,188.543,3264.4,16415.48,22780124.319,1387.722,0.399,102.266,2,209.129,14.492,14.708,1.683,98.208,0,0,5,,,,,,,,,,,1
34,B,3,9,1.901,1969.556,0.965,2.0,1872.337,1759.845,3091802.723,1.362,81616.244,80.0,657335.888,0.823,2864.0,59.371,1.067,21.742,24.701,26.111,230.794,2848.149,11135.671,42296974.78,3798.332,0.351,221.37,4,368.649,24.701,26.111,0.751,156.278,1,1,5,,,,,,,,,,,1
35,B,3,10,95.486,45047.522,0.948,38.0,155379.98,746.357,1340289.92,1.111,108455.494,90.0,402017.843,0.551,2519.0,60.264,1.414,19.579,25.221,22.452,159.179,2525.567,11402.246,29345931.639,2573.697,0.413,206.3,6,279.806,25.221,22.452,0.675,102.285,0,2,5,,,,,,,,,,,1
36,B,3,11,8.345,6138.158,1.034,7.0,7348.758,1282.307,2045389.41,1.171,319316.339,278.0,209613.422,0.649,2582.0,39.633,1.509,16.096,26.351,16.205,81.121,2583.953,10552.381,65172476.102,6176.092,0.14,488.075,9,744.959,26.351,16.205,0.952,239.5,0,5,5,,,,,,,,,,,1
37,B,3,12,0.951,612.778,0.965,1.0,582.531,465.285,571183.994,1.361,118360.056,117.0,278702.292,0.706,2446.0,45.007,1.185,16.914,17.813,19.545,113.865,2447.646,8278.309,19251873.288,2325.581,0.358,172.934,4,285.724,17.813,19.545,1.16,125.967,0,0,5,,,,,,,,,,,1
38,B,3,13,76.262,48306.316,1.003,30.0,146046.815,1828.924,3334214.15,1.37,98486.929,96.0,545180.419,0.442,2941.0,72.673,1.234,18.057,29.719,27.062,185.797,2934.277,15109.941,46761539.782,3094.753,0.547,179.72,5,266.576,29.719,27.062,0.799,100.1,0,1,5,,,,,,,,,,,1
39,B,3,14,298.818,246281.057,0.909,130.0,602794.017,1011.48,2186156.586,0.989,106414.797,86.0,249917.991,0.673,2449.0,43.643,1.224,15.188,25.741,24.008,102.035,2449.329,8561.307,20721166.646,2420.328,0.442,161.349,4,262.18,25.741,24.008,0.922,95.357,0,2,5,,,,,,,,,,,1
40,B,3,1,103.514,34813.106,0.884,31.0,139988.708,354.8,466283.275,1.338,100450.096,90.0,391857.939,0.939,2754.0,43.963,0.949,14.752,20.74,20.387,144.392,2713.857,7013.426,12801097.227,1825.227,0.517,134.714,4,210.615,20.74,20.387,0.868,77.397,0,0,6,,,,,,,,,,,1
41,B,3,2,3.486,764.636,0.906,1.0,2665.276,391.875,570341.094,1.23,130351.181,114.0,349651.352,0.834,2273.0,48.267,1.088,18.272,22.1,25.35,154.532,2262.651,8047.841,18103855.229,2249.529,0.501,129.368,3,237.522,22.1,25.35,0.882,101.445,0,1,6,,,,,,,,,,,1
42,B,3,3,69.397,31702.454,0.848,25.0,108236.089,320.788,483158.073,1.395,38356.062,34.0,447704.932,0.939,3031.0,44.881,0.985,16.479,14.761,16.096,150.518,2974.43,8246.922,9992322.099,1211.643,0.378,109.598,3,200.675,14.761,16.096,1.089,90.931,0,1,6,,,,,,,,,,,1
43,B,3,4,225.618,163828.819,0.903,81.0,621778.177,792.728,1539145.591,1.177,71260.899,58.0,464608.038,0.618,2941.5,56.632,1.503,23.457,18.878,18.703,157.806,2944.17,13453.342,19958374.338,1483.525,0.486,139.075,5,195.816,18.878,18.703,0.872,68.664,0,1,6,,,,,,,,,,,1
44,B,3,5,82.283,53513.814,0.962,52.0,85910.326,1274.173,2729278.448,1.056,297660.429,221.0,677851.211,0.573,3119.5,69.07,1.6,27.263,20.155,16.375,217.591,3115.257,13495.257,84066377.093,6229.328,0.12,588.496,16,806.699,20.155,16.375,0.815,170.899,0,10,6,,,,,,,,,,,1
45,B,3,6,62.742,29861.455,0.962,39.0,48204.171,43.941,58727.536,1.159,83285.832,69.0,426082.326,0.468,2538.0,67.116,1.531,19.985,15.884,17.952,167.841,2538.612,6994.921,11704116.877,1673.231,0.305,156.11,5,262.764,15.884,17.952,0.89,111.925,0,3,6,,,,,,,,,,,1
46,B,3,7,27.885,13482.466,0.925,18.0,21311.853,397.262,620447.282,1.1,48281.853,38.0,491869.942,0.853,2771.0,51.131,1.129,19.266,16.685,16.685,177.558,2770.189,9157.075,12384419.787,1352.443,0.429,106.067,3,198.979,16.685,16.685,0.941,86.032,0,1,6,,,,,,,,,,,1
47,B,3,8,255.194,118939.971,0.902,94.0,354163.297,33.272,43038.502,1.29,65761.114,59.0,661805.266,0.485,2647.0,79.928,1.633,29.399,22.85,17.947,246.638,2683.305,14007.232,21108541.793,1506.974,0.46,127.359,4,202.915,22.85,17.947,0.872,58.657,0,2,6,,,,,,,,,,,1
48,B,3,1,23.977,10636.286,0.942,12.0,23911.007,287.621,707305.924,1.067,490494.818,220.0,933746.822,0.829,3006.0,68.762,1.028,24.491,22.787,17.927,311.81,2994.605,8473.596,34668363.12,4091.34,0.278,316.943,8,429.852,22.787,17.927,0.893,132.927,0,6,7,,,,,,,,,,,1
49,B,3,2,111.119,145963.755,0.923,54.0,304928.95,1581.336,4670085.076,1.043,200114.28,94.0,350683.851,0.579,2725.0,52.93,1.626,21.206,29.665,22.81,129.076,2716.885,12852.61,50505948.857,3929.626,0.269,275.141,5,428.703,29.665,22.81,1.007,116.352,0,3,7,,,,,,,,,,,1
50,B,3,3,21.442,13873.637,0.678,7.0,46845.601,345.61,821677.756,1.112,56180.456,28.0,271594.996,0.793,2320.0,43.075,1.119,16.549,24.375,23.725,117.14,2318.553,9142.137,20256497.873,2215.729,0.455,132.334,3,247.27,24.375,23.725,0.989,103.03,0,1,7,,,,,,,,,,,1
51,B,3,4,6.338,3761.759,0.894,4.0,5965.05,162.559,498219.368,1.005,114601.189,48.0,563353.473,0.885,3731.0,46.553,1.059,17.927,12.48,12.511,152.63,3690.965,10823.079,14384946.418,1329.099,0.269,121.573,2,249.119,12.48,12.511,1.0,109.02,0,0,7,,,,,,,,,,,1
52,B,3,5,36.758,28564.781,0.912,14.0,83876.803,3.486,7183.453,1.221,17692.875,9.0,505999.399,0.352,2679.0,82.072,1.575,21.612,20.542,19.601,188.755,2680.725,9871.03,14955673.366,1515.108,0.595,99.366,3,178.94,20.542,19.601,0.858,68.185,0,1,7,,,,,,,,,,,1
53,B,3,1,5.598,3252.368,0.969,4.0,4553.456,180.727,345200.775,1.229,73614.892,43.0,166147.026,0.604,2183.5,39.766,1.373,13.591,14.61,11.954,76.051,2184.675,7204.934,7305912.516,1014.015,0.386,117.216,5,181.632,14.61,11.954,0.828,70.022,0,1,8,,,,,,,,,,,1
54,B,3,2,480.284,313333.966,0.851,130.0,1609357.8,548.836,2028160.024,0.954,147705.904,63.0,259658.558,0.636,2638.0,43.731,1.325,15.502,20.8,20.475,96.86,2680.773,11212.185,22217557.447,1981.555,0.391,167.344,6,252.331,20.8,20.475,0.636,86.49,0,2,8,,,,,,,,,,,1
55,B,3,3,49.328,32743.678,0.967,36.0,45199.939,1195.27,2692133.276,1.091,440512.183,236.0,378517.09,0.611,3593.0,46.55,1.464,16.415,33.673,8.86,105.31,3594.323,14723.381,62342518.407,4234.253,0.177,385.773,8,548.805,33.673,8.86,1.097,166.645,0,4,8,,,,,,,,,,,1
56,B,3,1,7.499,6740.464,1.062,7.0,7539.309,380.256,646574.546,1.3,79737.621,59.0,369140.301,0.403,2157.5,72.616,1.548,17.825,18.643,19.5,169.214,2181.502,9147.131,13197056.013,1442.754,0.444,141.881,5,202.018,18.643,19.5,1.013,67.371,0,1,9,,,,,,,,,,,1
57,B,3,2,56.721,33144.927,0.978,37.0,53951.736,873.109,1905764.374,1.141,136023.539,93.0,261670.005,0.674,2431.0,44.757,1.1,14.352,16.415,16.812,107.422,2435.902,10772.416,30357930.437,2818.117,0.205,266.788,8,415.78,16.415,16.812,1.094,97.262,0,6,9,,,,,,,,,,,1
58,B,3,3,64.327,20676.192,0.864,27.0,47004.675,1066.512,2295910.635,1.279,56518.005,41.0,847177.281,0.911,2826.0,64.396,0.985,22.332,10.725,8.833,300.508,2819.154,21134.755,37336756.504,1766.605,0.189,172.226,2,342.357,10.725,8.833,1.005,164.075,0,0,9,,,,,,,,,,,1
59,B,3,4,31.477,10464.656,0.922,13.0,26531.18,494.861,975765.183,1.232,71305.411,50.0,463248.941,0.827,2800.0,50.265,1.161,19.579,11.131,6.859,166.362,2784.586,10650.354,17040902.377,1600.032,0.23,192.138,6,295.459,11.131,6.859,0.742,119.454,0,0,9,,,,,,,,,,,1
60,B,3,5,1.901,1335.889,0.965,2.0,1269.948,617.493,1101036.094,1.143,164798.77,111.0,216185.825,0.638,2427.0,41.874,1.15,13.61,20.795,21.839,89.043,2427.875,9360.361,25524356.111,2726.856,0.393,152.669,3,295.425,20.795,21.839,1.001,130.271,0,1,9,,,,,,,,,,,1
61,B,3,6,1.69,1155.938,0.943,1.0,1953.564,1937.931,4861081.284,1.39,119931.405,88.0,391551.094,0.927,2804.5,43.267,0.969,15.25,22.754,24.779,138.16,2834.05,12240.883,69450198.238,5673.626,0.201,373.645,9,595.896,22.754,24.779,1.382,220.932,0,3,9,,,,,,,,,,,1
62,B,3,1,262.588,336828.737,0.917,100.0,957910.171,1046.548,4209297.129,1.163,83991.047,39.0,668976.783,0.793,3014.0,59.237,1.116,22.032,26.365,28.6,221.499,3020.226,15868.014,29675069.568,1870.119,0.675,83.963,2,186.536,26.365,28.6,1.001,78.179,0,0,10,,,,,,,,,,,1
63,B,3,2,7.288,5300.111,0.984,7.0,5558.176,133.089,292876.429,1.139,156259.313,75.0,443125.703,0.466,2396.0,70.307,1.338,18.703,26.002,27.578,183.262,2417.988,9384.892,21938329.663,2337.622,0.518,142.767,4,238.125,26.002,27.578,1.463,96.557,0,2,10,,,,,,,,,,,1
64,B,3,3,56.933,34288.509,0.974,16.0,141764.08,215.901,633518.995,1.083,14554.212,6.0,423579.504,0.792,3110.0,46.479,1.178,19.28,10.41,11.411,136.153,3111.063,9929.77,16740658.283,1685.906,0.183,175.039,2,340.603,10.41,11.411,1.257,163.596,0,0,10,,,,,,,,,,,1
65,B,3,4,126.858,160644.346,0.951,51.0,421877.754,1181.539,5194809.006,1.196,100953.097,43.0,714276.645,0.871,2825.0,60.418,0.988,21.032,26.531,28.277,252.976,2823.499,18273.427,46871998.782,2565.036,0.595,104.024,2,232.794,26.531,28.277,0.863,102.314,0,0,10,,,,,,,,,,,1
66,B,3,1,269.242,176244.36,0.907,112.0,438348.424,951.167,3257801.449,1.097,191609.044,94.0,434578.717,0.895,2681.0,47.757,1.008,17.229,21.775,25.929,162.348,2676.833,10224.881,32603621.124,3188.655,0.359,225.907,6,334.284,21.775,25.929,0.777,139.298,0,2,11,,,,,,,,,,,1
67,B,3,2,403.388,338063.011,0.835,129.0,1197856.696,797.586,2347745.191,1.177,54707.942,30.0,296865.1,0.611,2883.0,45.964,1.402,16.228,23.826,22.577,102.775,2888.505,9893.3,25887673.325,2616.687,0.406,196.667,6,284.579,23.826,22.577,0.899,111.855,0,2,11,,,,,,,,,,,1
68,B,3,3,406.029,338029.883,0.866,125.0,1334894.408,625.943,2152690.704,1.079,109332.589,59.0,358023.315,0.333,2807.0,68.842,2.614,21.369,22.062,22.748,125.59,2850.731,11992.282,23141411.072,1929.692,0.263,226.548,9,303.458,22.062,22.748,1.187,85.772,0,7,11,,,,,,,,,,,1
69,B,3,4,1.479,788.571,1.053,1.0,1166.117,657.103,1416425.034,1.341,99968.953,58.0,373769.598,0.77,2781.0,46.838,1.223,17.838,21.032,15.6,134.357,2781.914,9238.132,27545641.746,2981.733,0.351,207.631,5,326.957,21.032,15.6,0.817,128.085,0,1,11,,,,,,,,,,,1
70,B,3,5,761.779,512327.294,0.879,229.0,2265374.306,1490.708,8088826.478,0.977,387450.072,135.0,259356.255,0.616,2595.5,44.656,1.213,14.093,25.824,27.12,97.81,2651.627,12082.759,44679329.789,3697.775,0.381,205.319,4,349.302,25.824,27.12,1.197,142.245,0,2,11,,,,,,,,,,,1
71,B,3,6,21.865,13691.632,0.969,18.0,16698.295,118.513,331027.589,1.001,225482.226,98.0,209625.569,0.896,2509.0,34.277,0.995,11.141,22.844,22.844,83.762,2502.637,9392.329,18040967.695,1920.819,0.56,132.728,4,207.631,22.844,22.844,1.009,82.553,0,0,11,,,,,,,,,,,1
72,B,3,7,5.704,4559.556,0.965,6.0,4334.493,472.045,1296846.445,1.033,254717.968,113.0,212858.482,0.761,2524.0,37.279,1.137,14.0,33.424,39.656,84.184,2528.479,8090.268,19864808.197,2455.396,0.58,172.93,5,230.709,33.424,39.656,0.873,80.075,0,1,11,,,,,,,,,,,1
73,B,3,1,406.557,321921.774,0.834,113.0,1606834.064,749.737,2962308.967,1.049,179090.023,90.0,258376.251,0.531,2686.0,47.072,1.772,16.894,24.394,24.597,93.691,2757.755,4043.48,5890549.452,1456.802,0.538,90.24,3,184.402,24.394,24.597,0.886,64.878,0,1,12,,,,,,,,,,,1
74,B,3,2,3.274,2167.414,0.949,2.0,3805.198,960.251,2692916.285,1.323,78720.431,54.0,480108.845,0.865,2862.0,49.502,1.009,17.733,20.368,17.113,168.58,2847.958,15410.546,38035946.715,2468.176,0.367,153.564,3,290.741,20.368,17.113,0.823,104.261,0,1,12,,,,,,,,,,,1
75,B,3,3,5.915,2326.527,0.93,3.0,5002.792,104.676,201295.539,0.989,42900.588,26.0,197293.982,0.764,2273.0,37.848,1.14,13.326,19.992,20.879,87.142,2264.053,10763.407,11088204.883,1030.176,0.655,90.08,4,140.606,19.992,20.879,0.864,53.868,0,0,12,,,,,,,,,,,1
76,B,3,1,4.964,2720.015,0.905,3.0,4636.585,77.847,180286.306,1.071,146338.605,74.0,713701.614,0.328,2955.0,96.155,1.994,22.988,22.564,14.95,241.251,2958.335,10149.593,21437047.547,2112.109,0.29,224.016,8,302.312,22.564,14.95,1.192,94.877,0,4,13,,,,,,,,,,,1
77,B,3,2,221.288,124110.337,0.883,51.0,736020.722,365.574,1681784.787,0.956,110077.457,43.0,207183.693,0.831,2619.0,34.616,1.072,12.198,24.817,24.015,79.22,2615.297,11147.762,16035195.965,1438.423,0.572,131.59,6,177.839,24.817,24.015,0.983,60.228,0,4,13,,,,,,,,,,,1
78,B,3,3,5.07,2509.891,0.965,3.0,4033.034,408.881,1021025.435,1.067,207553.328,103.0,471807.968,0.892,2492.0,51.76,1.028,18.606,21.949,24.783,190.233,2480.152,9326.814,20609536.352,2209.708,0.426,164.295,5,255.288,21.949,24.783,1.117,109.538,0,1,13,,,,,,,,,,,1
79,B,3,4,33.167,9507.631,0.824,8.0,41089.692,470.672,1769090.018,1.229,43450.486,24.0,423221.641,0.816,2911.0,47.41,1.172,18.763,16.371,13.392,145.976,2899.256,7634.655,14916398.338,1953.775,0.34,163.968,4,268.686,16.371,13.392,0.851,86.003,0,0,13,,,,,,,,,,,1
80,B,3,1,15.21,8928.795,0.997,12.0,11372.603,21.865,47345.004,1.122,58201.513,30.0,473011.478,0.621,2507.0,61.36,1.135,20.271,15.275,14.777,186.114,2541.514,6777.536,7571231.603,1117.107,0.46,94.144,3,174.689,15.275,14.777,1.214,72.453,0,1,14,,,,,,,,,,,1
81,B,3,2,17.745,12657.682,0.988,14.0,16470.67,644.956,1485670.865,1.075,600643.985,299.0,431292.885,0.412,2974.0,66.47,2.458,24.555,25.237,22.604,144.814,2978.253,11076.842,72659896.179,6559.622,0.161,456.024,9,715.175,25.237,22.604,1.273,223.308,1,4,14,,,,,,,,,,,1
82,B,3,3,32.955,19732.992,0.974,23.0,28377.849,354.694,883816.713,1.027,168186.399,83.0,209880.763,0.634,2673.0,39.349,1.224,13.157,25.421,31.016,78.058,2688.778,13441.487,21654460.119,1611.017,0.568,125.418,4,188.725,25.421,31.016,0.703,70.924,0,0,14,,,,,,,,,,,1
83,B,3,4,24.928,18899.472,0.848,11.0,43169.057,806.142,2774884.944,1.288,60942.547,33.0,313303.765,0.741,2449.0,46.622,1.267,18.539,20.58,17.991,128.125,2445.297,10895.584,21810011.003,2001.729,0.52,128.34,3,219.956,20.58,17.991,1.11,86.773,0,1,14,,,,,,,,,,,1
