,Row,Col,Target,ER AREA,ER INTENSITY,ER FORM FACTOR,ER COUNT,ER DxA,LYSO AREA,LYSO DxA,LYSO FORM FACTOR,LYSO INTENSITY,LYSO COUNT,NUCLEAR DXA,NUC FORM FACTOR,NUC MEDIAN DENSITY,NUCLEAR PARIMETER,NUCLEAR WRMI,NUCLEUS MAX CHORD,NUCLEAR AVG DIAMETER,NUCLEAR MED DIAMETER,NUCLEAR AREA,NUCLEAR INTENSITY,CELL INTENSITY,CELL DXA,CELL AREA,CELL FORM FACTOR,CELL FIBER LENGTH,CELL END NODES,CELL PARIEMETER,CELL AVG  DIAMETER,CELL MED DIAMETER,CELL FRMI,CELL LENGTH,CELL CROSSING POINTS,CELL BRANCH NODES,Field,TMRE AREA,TMRE INTENSITY,TMRE FORM FACTOR,TMRE COUNT,TMRE DxA,MITOTRECKER AREA,MITOTRACKER DxA,MITOTRACKER FORM FACTOR,MITOTRACKER INTENSITY,MITOTRACKER COUNT,CHRONO_ORDER
2830,F,10,8,,,,,,,,,,,361523.252,0.416,2361.0,67.792,1.983,21.672,16.465,15.853,151.997,2378.495,9385.135,9811092.019,1045.386,0.497,100.613,4,162.564,16.465,15.853,0.744,60.204,0,2,16,89.994,469592.15,0.807,44.0,1020912.415,9.295,16238.714,1.128,17500.515,12.0,41
2831,F,10,9,,,,,,,,,,,457388.672,0.33,2543.0,82.846,2.187,21.785,22.09,24.877,180.199,2538.243,6959.331,16912224.058,2430.151,0.376,212.317,7,284.962,22.09,24.877,0.678,105.258,0,3,16,5.281,24948.88,0.899,2.0,67067.811,1330.05,2296461.794,1.294,145675.146,116.0,41
2832,F,10,10,,,,,,,,,,,217675.159,0.716,2240.0,41.296,1.149,15.188,15.504,12.025,97.176,2239.999,5944.783,6600769.402,1110.347,0.372,106.58,3,193.737,15.504,12.025,0.819,73.458,0,1,16,133.723,590420.482,0.853,55.0,1487451.94,602.705,1430907.178,1.062,31456.443,21.0,41
2833,F,10,1,,,,,,,,,,,346870.415,0.799,3645.0,37.909,1.048,14.068,18.846,20.135,91.367,3796.452,6948.537,14403772.35,2072.922,0.356,173.843,6,270.613,18.846,20.135,1.224,113.289,0,2,17,26.09,222443.897,1.009,17.0,339156.928,1264.35,3035999.67,1.239,53656.127,39.0,41
2834,F,10,2,,,,,,,,,,,719239.827,0.728,3346.5,59.677,1.08,20.674,16.842,16.465,206.394,3484.785,9717.563,28889983.079,2972.966,0.207,226.454,3,424.461,16.842,16.465,0.849,149.847,0,1,17,239.139,1421574.464,0.812,109.0,3151011.811,1124.289,2814034.698,1.147,74175.174,53.0,41
2835,F,10,3,,,,,,,,,,,209706.373,0.826,2715.0,34.257,1.115,13.195,16.943,11.341,77.107,2719.666,8210.257,15507653.179,1888.815,0.265,204.519,7,299.512,16.943,11.341,1.126,84.819,0,5,17,125.379,748801.053,0.91,74.0,1265302.756,401.909,774651.955,0.872,88814.354,55.0,41
2836,F,10,4,,,,,,,,,,,224462.301,0.78,2556.0,37.37,1.101,13.476,16.285,15.562,86.719,2588.374,8398.748,13163250.224,1567.287,0.326,130.055,3,245.86,16.285,15.562,1.13,110.609,0,1,17,172.805,861407.022,0.866,79.0,1910471.94,497.079,1169388.853,0.8,68851.249,38.0,41
2837,F,10,5,,,,,,,,,,,204128.973,0.648,2296.0,41.558,1.316,14.653,25.755,27.551,89.043,2292.471,6457.973,24247122.622,3754.603,0.372,198.172,3,356.121,25.755,27.551,0.873,132.673,0,1,17,11.091,57137.235,0.915,5.0,128308.731,1090.278,2020091.104,1.212,126539.757,97.0,41
2838,F,10,6,,,,,,,,,,,538104.6,0.64,2948.0,59.822,1.447,22.866,28.309,24.463,182.206,2953.278,9115.265,34681535.072,3804.775,0.318,253.299,7,387.631,28.309,24.463,1.207,115.789,0,1,17,94.747,380359.348,0.898,32.0,1238302.911,1826.284,4444391.063,1.235,117837.786,89.0,41
2839,F,10,7,,,,,,,,,,,385840.287,0.526,2701.0,58.153,1.624,20.164,15.13,12.832,141.645,2723.99,8472.995,26658575.431,3146.299,0.188,256.907,5,459.082,15.13,12.832,0.918,197.34,0,1,17,327.337,1818658.58,0.859,152.0,3930162.297,1883.956,4398304.494,1.058,123359.684,85.0,41
2840,F,10,1,,,,,,,,,,,649315.662,0.89,3924.0,48.227,0.994,18.392,9.704,7.917,164.777,3940.561,8817.621,9899587.345,1122.705,0.227,124.561,2,249.463,9.704,7.917,1.029,114.429,0,0,18,4.964,50353.647,0.818,3.0,83310.433,466.87,1053758.269,1.386,20152.659,16.0,41
2841,F,10,2,,,,,,,,,,,577625.103,0.672,3397.5,56.135,1.107,18.682,17.174,13.107,168.58,3426.415,11405.206,21815784.552,1912.792,0.303,180.577,6,281.528,17.174,13.107,0.868,108.99,0,2,18,226.78,1046253.036,0.841,88.0,2827475.364,1014.543,2636974.334,1.073,47310.991,33.0,41
2842,F,10,3,,,,,,,,,,,262290.35,0.416,2527.0,54.553,2.096,18.438,19.409,21.588,98.444,2664.362,5666.162,7648796.056,1349.908,0.485,118.979,6,187.041,19.409,21.588,1.344,75.667,0,4,18,3.803,22793.26,0.918,2.0,42530.967,43.518,61902.037,1.28,42044.417,34.0,41
2843,F,10,4,,,,,,,,,,,458950.15,0.792,2757.0,50.749,0.99,16.096,15.93,14.865,162.348,2826.952,7378.398,9802726.922,1328.571,0.444,127.399,5,193.934,15.93,14.865,0.897,72.781,0,1,18,65.066,384698.681,0.902,34.0,742100.694,737.907,1548432.386,1.217,65791.071,52.0,41
2844,F,10,1,,,,,,,,,,,360270.626,0.448,2120.0,68.358,1.526,18.835,18.331,23.768,166.573,2162.838,5416.015,7329999.497,1353.393,0.454,134.767,5,193.614,18.331,23.768,1.262,76.205,0,1,19,67.073,351661.089,0.874,34.0,698399.385,107.211,293876.607,0.974,121703.962,53.0,41
2845,F,10,2,,,,,,,,,,,676196.149,0.898,5006.0,43.051,0.948,15.867,11.719,7.917,132.456,5105.073,14279.412,21292466.935,1491.13,0.244,134.815,2,277.373,11.719,7.917,0.997,125.07,0,0,19,23.766,275163.279,0.864,13.0,493072.501,479.333,2084310.166,1.328,25768.35,11.0,41
2846,F,10,3,,,,,,,,,,,800810.485,0.564,3638.0,69.469,1.147,21.146,17.006,13.549,216.64,3696.501,10808.971,28751800.692,2659.994,0.251,213.899,4,364.892,17.006,13.549,0.961,153.713,0,2,19,144.708,1009338.035,0.927,77.0,1890591.116,672.841,2150159.152,1.137,149898.475,66.0,41
2847,F,10,4,,,,,,,,,,,477229.042,0.816,2862.0,50.728,1.121,19.567,15.621,17.882,167.101,2855.927,9751.674,17571385.279,1801.884,0.325,156.101,4,264.079,15.621,17.882,1.157,93.075,0,2,19,1.479,12045.643,0.607,1.0,17812.762,357.652,1092497.241,1.311,100492.005,47.0,41
2848,F,10,5,,,,,,,,,,,310085.429,0.714,2602.0,45.349,1.264,18.057,17.429,14.955,116.929,2651.921,7718.238,26079066.583,3378.889,0.178,341.575,10,488.731,17.429,14.955,0.878,154.539,0,6,19,128.442,857369.848,0.905,72.0,1541306.922,425.992,1139507.198,1.046,257313.809,113.0,41
2849,F,10,6,,,,,,,,,,,290714.992,0.569,2377.5,51.99,1.7,20.042,24.748,24.981,122.316,2376.762,8089.162,21857186.793,2702.034,0.341,203.56,6,315.337,24.748,24.981,1.102,124.779,0,2,19,65.805,265465.815,0.841,26.0,691175.794,764.42,2465442.253,1.057,213812.2,92.0,41
2850,F,10,1,,,,,,,,,,,423791.074,0.809,2363.5,52.652,1.027,18.277,16.338,16.9,178.509,2374.061,4856.459,10023455.957,2063.943,0.339,144.496,3,276.506,16.338,16.9,1.003,125.577,0,1,20,8.767,25926.005,0.915,2.0,118021.864,481.868,989625.398,1.254,78714.98,51.0,41
2851,F,10,2,,,,,,,,,,,438818.99,0.476,2948.0,62.579,2.102,25.119,26.528,25.2,148.194,2961.11,9763.261,26363129.635,2700.238,0.352,242.472,9,310.274,26.528,25.2,1.123,102.533,0,7,20,172.383,911743.818,0.844,81.0,1969397.631,793.467,2319014.971,0.853,102352.73,56.0,41
2852,F,10,3,,,,,,,,,,,221260.337,0.544,2429.0,45.817,1.554,15.075,23.103,25.246,90.944,2432.916,7984.07,28445523.946,3562.785,0.303,253.87,7,384.578,23.103,25.246,1.416,137.286,0,5,20,6.021,44270.306,0.946,3.0,89691.969,1153.125,2688562.146,1.356,124191.115,81.0,41
2853,F,10,4,,,,,,,,,,,230142.265,0.581,2667.5,43.061,1.321,14.025,13.912,13.735,85.769,2683.287,9339.127,12943342.753,1385.926,0.362,140.122,5,219.489,13.912,13.735,0.879,97.785,0,1,20,76.474,496569.222,0.829,32.0,1195910.209,741.921,1819209.832,1.267,85795.239,55.0,41
2854,F,10,5,,,,,,,,,,,432070.297,0.827,2590.0,50.436,1.005,16.656,16.812,19.175,167.313,2582.415,7921.357,19569713.61,2470.5,0.293,182.643,4,325.665,16.812,19.175,0.881,139.198,0,0,20,1.69,17060.625,0.913,1.0,28832.889,920.113,1821749.517,1.351,132440.655,87.0,41
2855,F,10,6,,,,,,,,,,,532013.115,0.917,2745.0,51.508,1.037,18.74,15.925,16.827,193.508,2749.309,8605.855,10835363.993,1259.069,0.498,86.063,2,178.216,15.925,16.827,1.054,79.627,0,0,20,22.604,190933.318,0.985,15.0,291146.054,621.718,1556344.345,1.198,53736.587,34.0,41
2856,F,10,7,,,,,,,,,,,474831.318,0.558,2715.0,62.367,1.154,18.122,25.511,27.712,172.699,2749.466,7421.885,12317395.916,1659.605,0.696,113.231,4,173.093,25.511,27.712,0.822,62.923,0,0,20,116.295,724288.08,0.903,55.0,1569866.766,537.534,1244149.025,0.947,52313.001,28.0,41
2857,F,10,8,,,,,,,,,,,656340.674,0.86,3418.0,53.769,1.019,20.164,13.474,13.591,197.944,3315.786,11114.929,15618147.248,1405.15,0.348,113.051,2,225.289,13.474,13.591,1.061,105.526,0,0,20,81.016,455431.25,0.815,36.0,1036795.696,762.941,2013796.921,1.164,40754.302,25.0,41
2858,F,10,9,,,,,,,,,,,406592.848,0.816,2575.0,49.604,1.145,19.178,12.873,14.226,159.707,2545.861,11079.492,22875637.158,2064.683,0.204,197.649,4,356.933,12.873,14.226,0.945,155.763,0,0,20,208.401,1018284.896,0.837,82.0,2691046.061,998.488,2815467.523,1.032,90442.938,53.0,41
2859,F,10,10,,,,,,,,,,,197872.076,0.507,2502.0,44.124,1.771,16.011,14.575,15.63,78.586,2517.899,6500.08,7303165.169,1123.55,0.338,135.145,6,204.289,14.575,15.63,2.237,80.904,0,4,20,13.52,109903.838,0.926,9.0,163526.325,111.647,201027.248,1.218,60201.9,39.0,41
2860,G,2,1,,,,,,,,,,,793208.751,0.802,4234.5,53.225,1.102,19.778,13.666,15.442,180.833,4386.423,14400.59,19903398.447,1382.124,0.236,139.902,3,271.121,13.666,15.442,0.914,116.068,0,1,1,23.66,168947.506,0.938,12.0,324812.838,672.841,3191892.573,0.996,57916.338,24.0,50
2861,G,2,2,,,,,,,,,,,228151.732,0.673,2499.0,41.092,1.335,15.651,15.17,15.377,90.416,2523.346,13617.555,17738050.932,1302.587,0.303,156.669,7,232.428,15.17,15.377,1.028,66.549,0,5,1,218.013,1343421.911,0.904,109.0,2662396.329,641.153,2197368.531,0.959,214732.542,87.0,50
2862,G,2,1,,,,,,,,,,,359182.038,0.816,2474.0,46.716,1.068,16.655,12.109,7.364,141.751,2533.896,21532.261,26778540.718,1243.647,0.269,115.352,2,241.205,12.109,7.364,1.457,106.049,0,0,2,36.758,122305.702,0.748,11.0,402209.661,921.275,3280929.024,1.207,7338.084,4.0,50
2863,G,2,2,,,,,,,,,,,518260.956,0.651,2987.0,57.895,1.544,23.293,8.072,7.354,173.65,2984.513,19335.351,20619334.591,1066.406,0.168,148.573,4,282.485,8.072,7.354,1.555,123.46,0,0,2,92.74,476329.877,0.818,33.0,1411900.097,839.098,2911753.232,1.394,16371.126,11.0,50
2864,G,2,1,,,,,,,,,,,381820.984,0.831,2991.0,44.617,1.136,17.712,13.663,9.574,131.716,2898.812,9444.844,23444225.167,2482.225,0.16,277.713,8,441.504,13.663,9.574,0.819,148.68,0,4,3,370.432,1645962.773,0.869,120.0,5520298.065,1133.901,2334583.907,1.032,73754.307,57.0,50
2865,G,2,2,,,,,,,,,,,489647.665,0.843,2795.0,51.286,1.11,19.41,17.2,20.204,176.502,2774.176,10278.88,11225290.127,1092.073,0.579,68.595,2,153.937,17.2,20.204,1.093,64.1,0,0,3,90.628,612492.766,0.885,44.0,1276448.579,641.47,1479385.133,1.165,25430.187,20.0,50
2866,G,2,3,,,,,,,,,,,435377.254,0.494,2422.0,67.576,1.618,22.836,23.587,23.732,179.565,2424.619,7992.372,10111066.765,1265.09,0.547,128.924,6,170.486,23.587,23.732,1.036,56.645,0,0,3,110.169,642845.63,0.812,57.0,1248931.903,53.764,94332.356,0.926,27000.052,19.0,50
2867,G,2,4,,,,,,,,,,,715103.595,0.469,3172.0,77.097,1.268,20.73,22.122,21.225,222.027,3220.794,8770.233,21290755.995,2427.616,0.407,121.165,2,273.842,22.122,21.225,1.378,118.98,0,0,3,239.561,1380584.206,0.861,112.0,3047214.151,984.757,2206669.269,0.919,44596.051,31.0,50
2868,G,2,5,,,,,,,,,,,212984.389,0.823,2661.0,34.794,1.113,12.865,20.15,21.218,79.326,2684.94,9476.02,30801299.821,3250.447,0.233,249.804,6,418.467,20.15,21.218,1.006,174.607,0,0,3,118.302,735975.026,0.891,59.0,1483055.973,1473.491,3156924.681,1.281,100333.975,87.0,50
2869,G,2,6,,,,,,,,,,,247463.441,0.714,2532.5,41.364,1.127,13.863,17.814,17.403,97.176,2546.537,7135.891,15401164.682,2158.268,0.344,128.976,2,280.933,17.814,17.403,1.113,116.124,0,0,3,6.338,47908.202,0.987,4.0,76068.886,1519.755,2604751.994,1.298,85494.599,76.0,50
2870,G,2,7,,,,,,,,,,,453014.253,0.637,2402.0,61.126,1.382,22.972,16.589,14.052,189.283,2393.319,5865.306,20476781.058,3491.17,0.192,292.43,7,478.194,16.589,14.052,0.886,179.716,0,5,3,9.823,66553.915,0.991,6.0,108312.563,1223.156,2143372.327,1.308,236515.563,211.0,50
2871,G,2,1,,,,,,,,,,,369336.978,0.857,2597.0,45.878,1.037,16.527,17.924,11.205,143.547,2572.943,6162.292,12628797.453,2049.367,0.529,134.651,4,220.559,17.924,11.205,0.666,68.744,0,0,4,2.641,10137.04,0.89,1.0,26768.523,641.893,1136998.883,1.178,52521.261,44.0,50
2872,G,2,2,,,,,,,,,,,378918.471,0.823,2445.0,48.496,1.137,19.679,11.956,11.749,154.109,2458.766,5974.824,9140224.626,1529.79,0.246,144.191,3,279.768,11.956,11.749,1.523,123.158,0,1,4,27.252,104423.415,0.683,9.0,326620.32,541.759,1122981.285,1.109,53773.33,43.0,50
2873,G,2,3,,,,,,,,,,,394408.504,0.874,2700.0,46.084,1.014,16.328,15.786,15.6,147.772,2669.041,8924.793,14931353.161,1673.019,0.356,115.756,2,243.163,15.786,15.6,0.986,105.251,0,0,4,23.766,140959.41,0.91,11.0,321475.777,821.986,1991746.527,1.107,30385.448,24.0,50
2874,G,2,4,,,,,,,,,,,433500.269,0.775,2776.0,50.27,1.033,16.792,28.359,27.529,155.799,2782.429,9797.815,15369444.807,1568.66,0.694,112.908,4,168.477,28.359,27.529,0.829,60.839,1,0,4,90.522,543608.002,0.914,44.0,1142666.489,768.645,1718296.306,1.002,32426.968,23.0,50
2875,G,2,5,,,,,,,,,,,539891.062,0.759,2896.0,55.512,1.106,19.592,18.242,20.435,186.22,2899.216,6583.678,9271921.119,1408.319,0.514,84.785,2,185.542,18.242,20.435,0.991,80.315,0,0,4,115.45,776606.885,0.848,56.0,1661542.086,521.584,1410188.206,0.947,31502.934,21.0,50
2876,G,2,6,,,,,,,,,,,209744.187,0.666,2594.0,39.023,1.34,14.682,22.466,20.218,80.699,2599.102,9204.033,22057059.331,2396.456,0.391,180.517,5,277.569,22.466,20.218,0.809,103.018,0,3,4,341.702,2279334.681,0.867,162.0,4881626.077,1336.704,2933745.426,1.058,92195.801,66.0,50
2877,G,2,7,,,,,,,,,,,728549.648,0.685,3660.0,59.576,1.32,23.999,18.94,13.591,193.402,3767.017,23190.491,37825677.88,1631.086,0.423,152.551,5,220.158,18.94,13.591,0.808,79.871,0,1,4,225.09,1948303.061,0.848,111.0,3971170.55,1257.168,3953379.865,1.119,15868.852,10.0,50
2878,G,2,8,,,,,,,,,,,442184.148,0.558,2531.0,62.782,1.477,22.562,15.9,19.175,175.023,2526.431,6226.584,14374533.01,2308.575,0.25,226.143,7,340.837,15.9,19.175,1.11,84.905,0,3,4,5.915,35596.77,0.927,3.0,73576.416,173.65,233704.839,1.252,102444.132,87.0,50
2879,G,2,9,,,,,,,,,,,726321.561,0.788,5002.0,46.98,1.096,18.678,10.251,10.578,138.371,5249.095,9654.033,10139101.434,1050.245,0.272,120.569,4,220.289,10.251,10.578,1.419,91.047,0,0,4,77.741,419710.055,0.775,27.0,1279164.132,673.792,1966432.271,1.158,19448.213,15.0,50
2880,G,2,10,,,,,,,,,,,555754.485,0.841,3408.0,49.154,1.075,18.879,15.54,15.371,161.609,3438.89,9677.264,10364867.59,1071.054,0.535,103.005,4,158.554,15.54,15.371,0.754,69.192,0,0,4,3.274,33307.754,0.951,2.0,55189.573,671.151,1300747.446,1.437,21525.445,18.0,50
2881,G,2,1,,,,,,,,,,,163841.62,0.853,2243.0,32.766,1.078,11.758,20.832,20.218,72.882,2248.029,5655.075,15762245.569,2787.274,0.353,217.801,7,314.779,20.832,20.218,1.046,93.249,0,3,5,83.656,449798.048,0.888,42.0,902998.396,716.043,1057173.071,0.936,74201.496,66.0,50
2882,G,2,2,,,,,,,,,,,244656.731,0.773,2654.0,38.729,1.184,14.424,15.771,15.817,92.212,2653.198,9404.968,13379307.818,1422.579,0.332,141.883,5,232.134,15.771,15.817,1.449,91.211,0,3,5,185.692,1167070.053,0.884,89.0,2568478.346,716.888,1427578.356,0.744,21106.514,13.0,50
2883,G,2,3,,,,,,,,,,,337679.106,0.607,2867.0,49.201,1.54,19.334,19.836,11.026,116.929,2887.908,8685.523,27849267.581,3206.401,0.188,330.518,10,462.733,19.836,11.026,1.231,151.447,0,6,5,604.501,4201820.427,0.866,268.0,9841833.474,2314.701,3830096.318,0.972,63406.858,58.0,50
2884,G,2,4,,,,,,,,,,,481560.788,0.85,3072.0,47.578,1.018,16.954,13.429,14.038,153.053,3146.368,7969.124,11158255.906,1400.186,0.325,124.277,3,232.548,13.429,14.038,0.89,98.632,0,1,5,125.062,839117.055,0.847,63.0,1662166.867,753.54,1391375.056,1.174,18779.904,18.0,50
2885,G,2,5,,,,,,,,,,,275861.782,0.724,2768.0,41.632,1.17,15.17,16.952,18.111,99.817,2763.672,5462.655,21037477.494,3851.145,0.147,357.626,10,573.53,16.952,18.111,1.02,205.413,0,6,5,330.717,1916224.923,0.894,175.0,3727958.685,1000.389,1723190.619,0.98,106111.172,88.0,50
2886,G,2,6,,,,,,,,,,,415719.513,0.904,3005.5,43.294,0.972,15.549,13.421,6.825,134.78,3084.441,8655.591,9267859.037,1070.737,0.328,110.042,3,202.654,13.421,6.825,0.932,84.212,0,1,5,34.962,314273.257,0.873,19.0,613409.277,658.371,1585153.151,1.341,18207.551,18.0,50
2887,G,2,7,,,,,,,,,,,475351.635,0.773,2679.5,53.398,1.151,19.302,20.8,21.557,175.34,2711.026,8990.713,18469903.523,2054.331,0.389,160.256,5,257.528,20.8,21.557,1.247,84.398,0,1,5,35.491,243727.229,0.92,18.0,477624.402,985.707,1873959.471,1.272,50686.71,52.0,50
2888,G,2,8,,,,,,,,,,,437192.869,0.575,2632.0,60.142,1.284,18.532,18.345,16.063,165.517,2641.38,6231.98,14261263.603,2288.4,0.288,196.89,5,315.881,18.345,16.063,0.854,105.262,0,3,5,2.535,11767.042,0.801,1.0,29829.898,720.162,1020660.073,1.348,70187.66,75.0,50
2889,G,2,9,,,,,,,,,,,291534.337,0.512,2238.0,56.596,1.785,21.321,16.2,16.265,130.554,2233.048,6516.297,15557514.102,2387.478,0.293,183.201,4,320.15,16.2,16.265,1.13,139.339,0,0,5,3.803,31974.344,1.046,3.0,39596.132,1203.509,1518504.044,1.344,112921.448,121.0,50
2890,G,2,1,,,,,,,,,,,304967.187,0.663,2586.0,47.09,1.145,14.479,21.166,21.904,117.034,2605.794,6236.18,32027622.142,5135.776,0.194,335.653,6,576.828,21.166,21.904,1.057,233.078,0,2,6,427.893,2313927.993,0.864,202.0,4958419.245,1579.857,2383004.084,1.099,145158.803,141.0,50
2891,G,2,2,,,,,,,,,,,472771.6,0.848,3338.0,45.812,1.153,17.838,16.022,14.187,141.645,3337.716,6492.743,7619993.165,1173.617,0.497,92.464,3,172.275,16.022,14.187,0.893,69.319,0,1,6,120.626,781876.201,0.808,61.0,1568620.689,525.07,1241639.971,1.007,22617.295,17.0,50
2892,G,2,3,,,,,,,,,,,192211.336,0.671,2487.5,37.952,1.168,12.109,23.782,22.753,76.896,2499.622,5433.681,19791211.606,3642.322,0.304,262.285,6,388.201,23.782,22.753,0.701,145.694,0,2,6,25.35,208377.715,0.908,18.0,293140.601,1265.935,2271989.171,1.156,57654.45,56.0,50
2893,G,2,4,,,,,,,,,,,465881.789,0.75,2768.5,52.957,1.199,20.054,11.551,11.136,167.313,2784.501,10512.31,19623735.798,1866.739,0.201,171.674,2,341.405,11.551,11.136,1.101,160.229,0,0,6,14.999,81584.638,0.906,6.0,204015.741,906.804,1587602.103,1.381,61166.083,63.0,50
2894,G,2,5,,,,,,,,,,,503571.678,0.87,2495.0,53.58,0.999,17.488,18.385,17.546,198.789,2533.194,5308.183,12067068.517,2273.295,0.329,178.209,5,294.667,18.385,17.546,1.15,121.684,0,1,6,242.307,1469798.132,0.858,127.0,2843241.505,690.587,1312461.962,0.772,62331.688,47.0,50
2895,G,2,1,,,,,,,,,,,457043.273,0.472,2416.0,70.803,1.554,21.334,18.955,20.795,188.332,2426.793,5485.855,14803843.495,2698.548,0.254,187.668,3,365.3,18.955,20.795,0.945,156.989,0,1,7,306.211,1552273.351,0.856,139.0,3556170.249,1257.696,2656689.747,0.845,46560.921,36.0,50
2896,G,2,2,,,,,,,,,,,449484.107,0.545,2574.0,62.958,1.602,22.512,15.632,15.188,171.854,2615.493,5050.329,11286180.156,2234.742,0.221,226.779,7,356.145,15.632,15.188,0.851,131.965,0,3,7,103.62,598373.26,0.865,57.0,1102674.151,519.683,921188.033,0.902,43240.059,34.0,50
2897,G,2,3,,,,,,,,,,,464907.384,0.748,2995.0,50.907,1.177,19.886,19.777,19.768,154.215,3014.674,5917.925,13353802.589,2256.501,0.309,211.69,8,302.787,19.777,19.768,1.214,111.618,0,4,7,4.964,24287.639,0.962,2.0,60535.757,895.713,1488911.383,1.239,84612.77,83.0,50
2898,G,2,4,,,,,,,,,,,846752.345,0.868,3201.0,61.766,1.005,20.763,17.712,20.73,263.644,3211.727,6546.122,19412305.599,2965.466,0.245,207.598,4,389.684,17.712,20.73,1.412,160.066,0,0,7,4.225,36877.652,0.978,3.0,50817.372,1266.78,1675321.073,1.329,147928.3,149.0,50
2899,G,2,1,,,,,,,,,,,871227.186,0.778,2923.0,68.975,1.083,24.455,34.814,35.389,294.487,2958.458,9454.462,15300202.567,1618.305,0.737,137.748,6,166.158,34.814,35.389,0.784,50.979,0,0,8,285.297,1396685.699,0.83,109.0,3879041.882,1217.769,2661498.609,1.122,44680.929,35.0,50
2900,G,2,2,,,,,,,,,,,371542.989,0.635,2773.0,50.344,1.241,17.38,10.809,7.954,128.019,2902.239,8414.766,12928818.78,1536.444,0.196,150.291,2,313.769,10.809,7.954,0.989,139.015,0,0,8,128.653,582936.193,0.807,51.0,1474096.409,736.534,1709087.78,0.815,19177.721,13.0,50
2901,G,2,3,,,,,,,,,,,190184.045,0.707,2489.5,36.768,1.385,14.545,20.991,20.435,76.051,2500.739,6370.039,32256212.647,5063.738,0.171,390.883,7,610.536,20.991,20.435,0.957,158.409,1,4,8,218.33,1353497.319,0.912,117.0,2611317.531,1408.847,2556096.692,1.056,95929.238,80.0,50
2902,G,2,4,,,,,,,,,,,477104.085,0.816,2343.5,55.872,1.04,19.355,30.226,33.291,202.592,2355.002,4547.796,10189089.215,2240.445,0.522,140.825,4,232.279,30.226,33.291,1.195,80.52,0,2,8,17.217,123737.142,0.969,11.0,194546.951,831.809,1447293.558,1.247,57458.681,52.0,50
2903,G,2,5,,,,,,,,,,,513684.895,0.859,2743.0,52.188,1.08,19.543,18.839,18.385,186.22,2758.489,5699.044,6946740.724,1218.931,0.53,110.916,4,170.049,18.839,18.385,1.03,65.591,0,2,8,110.274,661562.125,0.853,55.0,1330600.476,618.866,1326188.982,1.126,20792.05,17.0,50
2904,G,2,6,,,,,,,,,,,442283.859,0.693,2654.0,54.567,1.052,17.213,22.036,18.483,164.249,2692.759,7061.914,39157375.077,5544.868,0.178,401.889,9,625.313,22.036,18.483,1.191,191.052,0,5,8,1.268,12728.417,1.033,1.0,16133.51,2180.027,3536693.658,1.35,233369.219,216.0,50
2905,G,2,7,,,,,,,,,,,341749.955,0.412,2268.0,67.844,1.845,19.849,16.263,20.683,150.729,2267.312,6753.236,7204545.007,1066.829,0.403,111.11,5,182.295,16.263,20.683,1.363,69.533,0,1,8,17.112,112083.219,0.963,8.0,248554.563,598.48,866006.487,1.263,87567.338,80.0,50
2906,G,2,1,,,,,,,,,,,258128.979,0.652,2688.5,42.903,1.51,17.525,15.05,16.436,95.486,2703.305,6265.552,14436036.94,2304.033,0.201,220.504,6,379.581,15.05,16.436,1.139,146.692,0,4,9,233.118,1249987.376,0.845,111.0,2671319.557,974.933,2033701.195,0.93,52433.129,39.0,50
2907,G,2,2,,,,,,,,,,,265372.851,0.577,2581.0,47.049,1.448,16.415,8.646,8.076,101.718,2608.897,6005.538,16652175.421,2772.803,0.086,344.212,4,636.607,8.646,8.076,1.15,297.945,0,2,9,68.974,357372.52,0.89,29.0,891757.931,654.674,1271918.043,1.189,55712.395,48.0,50
2908,G,2,3,,,,,,,,,,,420923.523,0.569,2951.0,55.786,1.675,22.68,22.564,23.765,140.8,2989.509,7062.209,36776429.021,5207.496,0.227,349.893,7,536.644,22.564,23.765,0.902,222.401,0,3,9,6.021,26382.016,0.97,2.0,81049.391,1900.222,3443241.065,1.245,187039.928,167.0,50
2909,G,2,4,,,,,,,,,,,228236.445,0.603,2394.0,44.465,1.757,18.022,20.824,12.395,94.853,2406.22,7544.633,14632133.751,1939.41,0.385,162.038,5,251.571,20.824,12.395,0.652,87.282,0,1,9,0.951,10728.667,0.965,1.0,10199.092,1220.515,2581751.382,1.36,102476.922,93.0,50
2910,G,2,1,,,,,,,,,,,410369.421,0.726,2544.0,52.768,1.263,20.851,12.873,11.954,160.764,2552.625,7331.272,10042123.343,1369.766,0.305,124.564,3,237.686,12.873,11.954,1.473,104.57,0,1,10,172.805,826490.438,0.853,76.0,1938410.277,594.044,1495144.83,1.171,61868.424,38.0,50
2911,G,2,2,,,,,,,,,,,583100.257,0.473,3337.0,67.747,1.692,24.964,21.876,20.478,172.805,3374.323,13244.501,29522493.234,2229.038,0.31,221.747,7,300.66,21.876,20.478,1.084,100.226,0,1,10,178.615,1429006.208,0.903,95.0,2689690.344,1896.842,5509095.204,1.145,45676.491,29.0,50
2912,G,2,3,,,,,,,,,,,458718.616,0.522,2605.0,64.649,1.675,24.311,13.107,12.473,173.756,2640.02,19230.225,19369741.888,1007.255,0.341,108.291,3,192.647,13.107,12.473,1.045,83.458,0,1,10,2.641,23563.868,0.989,2.0,30259.904,1232.028,4405492.912,1.301,9307.54,5.0,50
