,Row,Col,Target,TMRE AREA,TMRE INTENSITY,TMRE FORM FACTOR,TMRE COUNT,TMRE DxA,MITOTRECKER AREA,MITOTRACKER DxA,MITOTRACKER FORM FACTOR,MITOTRACKER INTENSITY,MITOTRACKER COUNT,NUCLEAR DXA,NUC FORM FACTOR,NUC MEDIAN DENSITY,NUCLEAR PARIMETER,NUCLEAR WRMI,NUCLEUS MAX CHORD,NUCLEAR AVG DIAMETER,NUCLEAR MED DIAMETER,NUCLEAR AREA,NUCLEAR INTENSITY,CELL INTENSITY,CELL DXA,CELL AREA,CELL FORM FACTOR,CELL FIBER LENGTH,CELL END NODES,CELL PARIEMETER,CELL AVG  DIAMETER,CELL MED DIAMETER,CELL FRMI,CELL LENGTH,CELL CROSSING POINTS,CELL BRANCH NODES,Field,ER AREA,ER INTENSITY,ER FORM FACTOR,ER COUNT,ER DxA,LYSO AREA,LYSO DxA,LYSO FORM FACTOR,LYSO INTENSITY,LYSO COUNT,CHRONO_ORDER
3595,E,5,4,610.627,1384535.019,0.765,103.0,9424715.043,2.958,335.893,1.481,2363.0,21.0,278626.452,0.927,843.0,67.783,1.049,25.689,30.159,32.194,339.061,821.758,2956.066,9944817.282,3364.207,0.514,158.375,3,286.888,30.159,32.194,0.991,110.624,0,1,17,,,,,,,,,,,36
3596,E,5,5,348.885,954686.454,0.819,69.0,5164631.913,0.317,33.695,1.571,319.0,3.0,262570.26,0.856,1078.0,60.472,1.049,23.612,16.277,16.903,248.962,1054.661,2698.399,5280329.358,1956.838,0.323,142.699,3,276.095,16.277,16.903,1.095,113.572,0,1,17,,,,,,,,,,,36
3597,E,5,6,258.996,832355.379,0.829,51.0,4600434.273,0.528,58.728,1.571,556.0,5.0,308323.789,0.873,1192.0,61.9,1.049,23.827,14.833,13.756,266.179,1158.333,3268.457,6847755.305,2095.103,0.28,151.876,2,306.414,14.833,13.756,1.329,142.51,0,0,17,,,,,,,,,,,36
3598,E,5,7,249.912,596767.033,0.796,35.0,4729867.188,0.317,36.23,1.571,343.0,3.0,239994.479,0.823,1108.5,57.971,1.056,22.12,17.692,18.608,220.126,1090.261,3311.963,4496032.006,1357.513,0.519,84.295,2,181.301,17.692,18.608,1.884,80.23,0,0,17,,,,,,,,,,,36
3599,E,5,8,265.44,341098.768,0.788,26.0,4449312.945,0.528,59.89,1.37,334.333,3.0,254593.975,0.887,1182.0,56.28,1.011,22.036,29.875,31.254,223.506,1139.093,2944.218,4393633.476,1492.292,0.688,145.395,6,165.103,29.875,31.254,1.025,53.176,0,2,17,,,,,,,,,,,36
3600,E,5,9,395.572,1074206.345,0.731,56.0,7853107.868,0.845,91.684,1.5,759.5,7.0,272209.426,0.845,1149.0,60.119,1.129,23.827,19.696,16.499,243.047,1119.988,2973.21,5422387.502,1823.749,0.431,147.312,4,230.624,19.696,16.499,0.917,86.565,0,2,17,,,,,,,,,,,36
3601,E,5,10,281.495,432667.208,0.695,28.0,4636403.293,0.634,68.763,1.571,651.0,6.0,312575.364,0.824,1278.0,62.003,1.104,25.088,12.715,10.593,252.131,1239.736,3365.82,5136554.043,1526.093,0.251,158.773,4,276.171,12.715,10.593,0.885,120.152,0,2,17,,,,,,,,,,,36
3602,E,5,11,370.749,886717.165,0.72,54.0,7343132.156,0.423,45.314,1.571,429.0,4.0,264050.194,0.9,1031.0,59.851,1.001,22.194,15.009,14.685,256.461,1029.591,3674.25,5664684.958,1541.726,0.299,153.942,5,254.673,15.009,14.685,0.967,92.77,0,3,17,,,,,,,,,,,36
3603,E,5,12,255.616,215135.804,0.621,13.0,6457751.747,1.69,195.198,1.45,1134.0,10.0,235266.0,0.739,1245.0,57.293,1.307,24.008,9.9,9.765,193.085,1218.456,3294.618,3599008.484,1092.39,0.235,132.233,4,241.883,9.9,9.765,1.05,109.22,0,0,17,,,,,,,,,,,36
3604,E,5,1,329.872,653280.111,0.8,50.0,4758763.875,1.373,162.771,1.459,802.143,7.0,384958.622,0.926,1393.0,60.989,0.995,22.645,18.561,18.022,274.207,1403.9,2609.05,4972105.176,1905.715,0.415,128.089,3,240.316,18.561,18.022,1.061,101.07,0,1,18,,,,,,,,,,,36
3605,E,5,2,374.763,558480.213,0.744,38.0,6546618.983,1.268,137.737,1.571,1304.0,12.0,238393.814,0.809,1041.0,60.135,1.16,23.636,14.629,14.223,232.907,1023.56,2602.895,6396634.515,2457.508,0.233,181.702,2,364.171,14.629,14.223,1.075,167.663,0,0,18,,,,,,,,,,,36
3606,E,5,3,274.735,556751.331,0.813,46.0,4491265.078,4.648,543.977,1.397,2121.813,19.0,226877.242,0.909,1167.5,51.946,1.063,19.849,18.97,21.151,195.198,1162.293,2642.03,4270865.598,1616.509,0.469,109.084,3,208.226,18.97,21.151,1.242,87.536,0,1,18,,,,,,,,,,,36
3607,E,5,4,286.671,918474.263,0.753,46.0,6688812.012,0.528,60.418,1.37,342.667,3.0,359495.749,0.453,1243.0,89.378,1.369,26.036,18.561,17.305,287.832,1248.976,3375.195,4345503.877,1287.482,0.453,116.396,4,188.99,18.561,17.305,0.798,70.606,0,2,18,,,,,,,,,,,36
3608,E,5,5,490.107,724625.846,0.62,50.0,8751076.643,8.239,920.219,1.382,4644.456,42.0,378245.313,0.907,1166.0,66.936,1.079,24.537,23.038,22.396,323.217,1170.251,2680.453,5835816.08,2177.175,0.444,125.769,4,248.258,23.038,22.396,0.799,95.869,0,2,18,,,,,,,,,,,36
3609,E,5,6,318.675,442295.463,0.658,30.0,5332551.775,3.063,347.3,1.313,1676.0,15.0,256478.036,0.724,1204.0,60.95,1.23,22.866,14.181,15.275,214.105,1197.907,2877.445,3764230.643,1308.185,0.366,101.357,2,212.042,14.181,15.275,0.999,93.631,0,0,18,,,,,,,,,,,36
3610,E,5,7,445.427,797950.922,0.698,43.0,10331647.712,2.958,337.371,1.431,2245.25,20.0,267559.427,0.891,1121.0,57.889,1.09,22.321,32.55,36.32,237.554,1126.309,3679.598,8137444.282,2211.504,0.424,167.351,6,255.883,32.55,36.32,1.0,91.869,0,4,18,,,,,,,,,,,36
3611,E,5,8,263.433,547274.766,0.708,42.0,3924605.81,3.908,443.843,1.481,3010.25,27.0,296001.708,0.384,1149.0,91.222,1.372,23.675,12.305,8.258,254.454,1163.28,2604.126,3617654.111,1389.201,0.265,160.917,5,256.442,12.305,8.258,1.035,99.754,0,3,18,,,,,,,,,,,36
3612,E,5,9,569.855,516011.081,0.661,36.0,9403957.201,4.859,541.019,1.503,3978.3,36.0,447992.237,0.83,1440.0,68.25,1.141,26.243,14.629,12.063,307.796,1455.485,2846.911,7569460.456,2658.832,0.214,217.341,4,395.538,14.629,12.063,1.026,149.871,0,2,18,,,,,,,,,,,36
3613,E,5,10,539.224,1357002.033,0.746,90.0,9229247.873,8.978,1013.381,1.449,5899.933,53.0,61110.472,0.793,790.0,34.827,1.054,11.554,22.448,22.396,76.579,798.003,2931.679,6676648.9,2277.415,0.357,189.801,6,282.974,22.448,22.396,0.671,95.153,0,4,18,,,,,,,,,,,36
3614,E,5,11,311.81,514160.679,0.653,35.0,5638819.648,5.915,666.821,1.372,3460.967,31.0,369826.769,0.836,1543.0,59.936,1.028,21.238,19.679,21.588,239.033,1547.179,2843.169,4047334.606,1423.529,0.574,96.601,3,176.57,19.679,21.588,1.117,75.383,0,1,18,,,,,,,,,,,36
3615,E,5,12,345.821,556158.375,0.683,41.0,5970897.799,5.915,668.828,1.464,4575.5,41.0,233303.669,0.8,981.0,61.161,1.262,24.681,14.612,12.377,238.188,979.494,2642.537,4904733.688,1856.07,0.291,149.63,3,283.201,14.612,12.377,1.518,126.909,0,1,18,,,,,,,,,,,36
3616,E,5,13,446.272,767499.659,0.62,46.0,8945653.486,5.281,602.494,1.464,4042.5,36.0,151133.897,0.722,1164.0,47.193,1.116,16.149,14.231,12.138,128.019,1180.554,2574.673,3953666.324,1535.599,0.267,172.775,5,268.858,14.231,12.138,0.92,118.313,0,1,18,,,,,,,,,,,36
3617,E,5,1,256.461,650879.719,0.844,45.0,4048914.991,0.951,104.57,1.485,768.0,7.0,223600.177,0.653,983.0,66.439,1.071,20.832,16.628,14.226,229.315,975.077,2873.751,6211128.671,2161.331,0.313,140.351,2,294.608,16.628,14.226,1.001,128.178,0,0,19,,,,,,,,,,,36
3618,E,5,2,226.992,807828.03,0.788,51.0,3704694.113,0.951,104.887,1.43,775.5,7.0,422700.374,0.895,1836.5,56.398,0.977,21.238,10.164,8.558,226.463,1866.528,3131.479,4733943.318,1511.728,0.192,157.276,2,314.734,10.164,8.558,0.997,148.767,0,0,19,,,,,,,,,,,36
3619,E,5,3,213.049,706855.744,0.807,50.0,3278357.545,1.796,199.317,1.449,1440.5,13.0,379625.324,0.864,1611.0,58.953,1.079,23.038,18.818,21.435,239.033,1588.171,2730.627,3596970.947,1317.269,0.557,93.586,3,172.408,18.818,21.435,0.819,66.082,0,1,19,,,,,,,,,,,36
3620,E,5,4,296.494,891200.877,0.812,54.0,4884376.805,0.739,81.227,1.374,548.5,5.0,346381.681,0.851,1343.0,61.997,1.137,24.621,17.985,17.994,260.37,1330.346,2886.491,5085264.097,1761.746,0.446,106.181,2,222.876,17.985,17.994,1.002,98.691,0,0,19,,,,,,,,,,,36
3621,E,5,5,327.231,589357.104,0.734,37.0,5685409.845,0.211,22.498,1.571,213.0,2.0,249350.46,0.897,1003.0,59.299,1.065,22.194,17.732,10.008,250.969,993.552,3258.159,6800025.081,2087.076,0.298,178.924,4,296.661,17.732,10.008,0.786,122.452,0,2,19,,,,,,,,,,,36
3622,E,5,6,373.707,963773.013,0.797,73.0,5389633.438,9.401,1061.019,1.395,6165.85,55.0,251996.194,0.846,858.0,66.239,1.109,24.817,24.845,24.845,295.543,852.654,2863.781,9392357.29,3279.705,0.406,241.109,6,318.526,24.845,24.845,0.742,124.606,0,2,19,,,,,,,,,,,36
3623,E,5,7,406.345,992446.228,0.782,53.0,8635025.242,0.845,97.071,1.5,792.5,7.0,495297.948,0.911,1696.0,63.444,1.038,23.981,15.208,14.575,291.952,1696.505,3318.763,7396596.742,2228.721,0.262,153.697,2,326.843,15.208,14.575,1.584,146.729,0,0,19,,,,,,,,,,,36
3624,E,5,8,313.711,709505.31,0.646,36.0,7244574.948,1.479,165.2,1.436,1221.5,11.0,449614.767,0.76,1618.0,67.31,1.126,24.808,13.039,13.107,273.89,1641.59,3270.705,4402021.599,1345.894,0.326,111.444,2,227.695,13.039,13.107,0.991,105.386,0,0,19,,,,,,,,,,,36
3625,E,5,9,761.462,2606564.361,0.713,127.0,17932851.598,2.429,275.58,1.462,1802.367,16.0,171670.451,0.775,1579.0,41.271,1.147,16.067,22.143,22.772,104.993,1635.068,3541.05,10854320.69,3065.283,0.31,213.741,6,352.715,22.143,22.772,0.719,135.391,0,2,19,,,,,,,,,,,36
3626,E,5,10,180.305,326094.71,0.702,27.0,2546149.52,5.704,637.985,1.394,2995.903,27.0,226147.996,0.816,915.0,61.758,1.138,22.831,20.858,22.257,247.589,913.402,2803.371,2983609.835,1064.293,0.552,115.728,6,155.604,20.858,22.257,0.847,51.993,0,2,19,,,,,,,,,,,36
3627,E,5,11,317.725,755593.689,0.723,44.0,6477909.841,3.486,388.917,1.527,2542.0,23.0,228559.345,0.809,1010.0,59.165,1.162,22.396,18.781,21.755,225.302,1014.46,2652.78,4107512.501,1548.38,0.481,94.051,2,201.191,18.781,21.755,0.992,85.453,0,0,19,,,,,,,,,,,36
3628,E,5,12,531.619,864863.675,0.638,52.0,10088779.556,2.746,315.612,1.507,2635.5,23.0,417723.988,0.818,1421.0,66.905,1.195,26.862,14.61,15.234,291.212,1434.43,2930.816,5824598.431,1987.364,0.254,158.571,3,313.317,14.61,15.234,1.264,134.974,0,1,19,,,,,,,,,,,36
3629,E,5,13,387.227,1177924.127,0.659,61.0,8526705.708,1.796,199.634,1.54,1781.0,16.0,126762.358,0.682,1200.0,43.283,1.139,15.933,17.749,15.082,101.613,1247.504,2467.137,3205060.723,1299.101,0.472,97.535,3,186.071,17.749,15.082,0.898,74.222,0,1,19,,,,,,,,,,,36
3630,E,5,1,169.636,576754.649,0.826,37.0,2861568.88,258.257,42309.573,1.376,126159.785,796.0,215321.694,0.673,919.0,66.559,1.266,24.109,36.179,42.717,237.132,908.026,3010.198,8030955.468,2667.916,0.529,185.458,6,251.712,36.179,42.717,1.178,79.794,0,2,20,,,,,,,,,,,36
3631,E,5,2,147.56,735384.108,0.857,44.0,2593803.27,408.458,68002.289,1.312,141832.826,892.0,118210.936,0.422,705.0,70.729,1.397,17.978,20.645,20.811,168.158,702.977,2824.832,6264731.522,2217.736,0.38,166.152,5,270.642,20.645,20.811,0.712,93.875,0,3,20,,,,,,,,,,,36
3632,E,5,3,244.631,321059.438,0.566,18.0,4952552.85,213.894,36363.008,1.284,63579.706,397.0,241405.545,0.766,1178.0,58.398,1.211,23.356,11.656,12.902,207.979,1160.722,3463.807,3769193.614,1088.165,0.294,111.347,3,215.585,11.656,12.902,1.401,97.08,0,1,20,,,,,,,,,,,36
3633,E,5,4,284.136,902854.917,0.763,49.0,6348128.78,322.055,58531.915,1.29,75115.286,469.0,255509.757,0.943,1158.0,54.629,0.982,20.135,18.992,21.595,224.034,1140.496,3628.293,5245079.443,1445.605,0.536,117.855,4,184.087,18.992,21.595,0.847,70.482,0,2,20,,,,,,,,,,,36
3634,E,5,5,375.186,1854102.619,0.807,77.0,10343023.379,454.3,77329.328,1.302,120405.665,755.0,879300.966,0.932,1887.0,79.583,0.984,28.07,31.935,36.424,469.933,1871.121,3652.542,8863496.178,2426.665,0.575,165.174,5,230.293,31.935,36.424,1.316,83.334,0,3,20,,,,,,,,,,,36
3635,E,5,6,218.964,547202.711,0.804,38.0,3231765.869,270.404,43834.821,1.338,157084.866,989.0,251789.694,0.882,1087.0,58.181,1.051,21.875,22.133,21.061,237.554,1059.925,2941.188,7527476.107,2559.332,0.397,177.305,4,284.589,22.133,21.061,0.932,110.646,0,2,20,,,,,,,,,,,36
3636,E,5,7,404.339,1009585.479,0.806,67.0,6621675.967,512.923,88195.24,1.314,131330.445,824.0,304975.848,0.895,1100.0,62.508,1.01,22.378,26.913,27.231,278.22,1096.166,2884.537,7636289.235,2647.319,0.484,132.503,3,262.104,26.913,27.231,0.888,100.137,0,1,20,,,,,,,,,,,36
3637,E,5,8,289.734,855960.058,0.744,51.0,5499163.03,246.532,43338.059,1.303,53167.029,333.0,235232.516,0.86,1110.0,55.81,1.12,21.74,17.305,16.685,213.154,1103.578,2904.084,3802760.581,1309.453,0.489,124.597,5,183.482,17.305,16.685,0.865,73.091,0,1,20,,,,,,,,,,,36
3638,E,5,9,261.003,1073876.672,0.762,46.0,6500545.723,286.354,48500.453,1.305,89424.15,559.0,479815.942,0.829,1848.0,62.645,1.124,24.537,24.189,23.567,258.785,1854.109,3686.342,4438493.72,1204.037,0.643,94.306,4,153.363,24.189,23.567,0.923,53.39,0,2,20,,,,,,,,,,,36
3639,E,5,10,398.529,938443.625,0.718,57.0,7697141.132,375.608,66296.631,1.284,71810.778,448.0,341504.162,0.849,1354.0,60.918,1.079,23.102,25.183,27.766,250.652,1362.464,2959.731,6121846.744,2068.38,0.357,158.289,4,269.754,25.183,27.766,1.172,107.92,0,2,20,,,,,,,,,,,36
3640,E,5,11,641.576,1325194.905,0.724,78.0,11731411.737,658.159,109889.04,1.276,215018.585,1346.0,559489.441,0.91,1413.0,74.054,1.068,28.253,30.406,30.55,397.262,1408.365,3247.549,11996700.403,3694.079,0.339,240.966,7,370.284,30.406,30.55,0.784,106.817,0,5,20,,,,,,,,,,,36
3641,E,5,12,179.565,268170.216,0.699,14.0,4009710.417,217.485,39298.054,1.347,34658.431,216.0,266743.356,0.754,1373.0,57.575,1.322,24.463,15.727,16.459,198.895,1341.127,2742.306,2819265.01,1028.064,0.507,91.912,4,159.632,15.727,16.459,1.189,64.867,0,2,20,,,,,,,,,,,36
3642,E,5,13,436.555,769118.698,0.584,43.0,9129980.537,314.239,54859.174,1.208,60144.564,370.0,443385.122,0.835,1612.0,63.972,1.039,23.284,21.574,24.72,271.883,1630.795,3057.295,5277349.527,1726.15,0.538,105.482,3,200.853,21.574,24.72,0.911,82.665,0,1,20,,,,,,,,,,,36
3643,E,5,14,309.908,862288.406,0.793,50.0,6455923.033,437.294,81787.509,1.333,68346.352,427.0,389949.9,0.932,1533.0,58.563,1.044,21.698,16.173,13.015,254.454,1532.494,2943.217,5524061.223,1876.879,0.33,165.09,5,267.543,16.173,13.015,1.265,109.039,0,1,20,,,,,,,,,,,36
3644,E,5,15,175.235,489900.848,0.86,32.0,3103645.259,215.689,39672.5,1.382,58453.708,368.0,243536.456,0.878,1402.0,50.192,1.092,19.602,15.159,15.159,175.974,1383.935,3056.457,4010034.057,1311.988,0.352,128.102,5,216.444,15.159,15.159,1.376,86.566,0,1,20,,,,,,,,,,,36
3645,E,5,16,387.966,1308488.359,0.707,72.0,7950939.211,352.265,65261.808,1.158,40870.423,248.0,237690.763,0.846,952.0,60.752,1.081,22.575,19.581,17.92,248.434,956.757,2718.604,5615926.037,2065.739,0.44,148.991,4,242.909,19.581,17.92,0.902,91.761,0,2,20,,,,,,,,,,,36
3646,E,5,17,527.394,834363.398,0.713,51.0,11245310.485,478.172,87265.621,1.321,82548.665,515.0,302646.148,0.847,976.5,67.634,1.094,24.432,14.168,10.928,308.218,981.921,3059.954,8081604.682,2641.087,0.221,226.881,4,387.617,14.168,10.928,0.812,159.818,0,2,20,,,,,,,,,,,36
3647,E,5,18,245.159,391316.938,0.647,21.0,5120899.655,179.354,34805.65,1.313,36698.892,227.0,239182.105,0.928,1154.0,52.72,0.964,18.842,16.655,18.311,205.232,1165.42,2974.524,3618827.094,1216.607,0.49,91.888,3,176.708,16.655,18.311,1.009,74.103,0,1,20,,,,,,,,,,,36
3648,E,5,19,252.448,811747.603,0.759,38.0,8676593.212,282.974,65407.467,1.263,24346.836,147.0,229360.312,0.946,1045.0,53.558,1.002,19.14,18.703,20.501,215.901,1062.341,4035.786,4251353.199,1053.414,0.599,108.976,5,148.62,18.703,20.501,0.77,51.422,0,1,20,,,,,,,,,,,36
3649,E,7,1,414.901,1048235.496,0.688,71.0,6578285.833,277.375,49249.874,1.233,79295.169,474.0,229452.735,0.874,971.0,58.38,1.117,22.338,21.478,24.817,236.92,968.48,2694.342,5121272.306,1900.75,0.416,148.214,5,239.753,21.478,24.817,0.845,87.006,0,3,1,,,,,,,,,,,34
3650,E,7,2,411.732,615688.547,0.681,42.0,8103633.423,399.374,82182.13,1.334,41062.22,247.0,229659.446,0.799,1068.0,58.452,1.242,24.157,9.192,9.199,217.274,1057.004,2819.875,5554079.559,1969.619,0.121,223.83,2,452.705,9.192,9.199,1.832,216.641,0,0,1,,,,,,,,,,,34
3651,E,7,3,263.961,547204.971,0.669,29.0,5752485.894,144.18,26097.477,1.213,32382.06,194.0,216668.327,0.873,1129.0,52.09,1.061,19.87,16.285,17.312,188.543,1149.169,3366.227,3770035.141,1119.959,0.523,76.778,2,163.974,16.285,17.312,1.077,71.672,0,0,1,,,,,,,,,,,34
3652,E,7,4,392.192,854764.122,0.624,56.0,6598395.445,208.19,37068.065,1.255,68941.159,413.0,236059.255,0.828,831.0,65.391,1.203,25.961,16.656,17.606,281.812,837.649,3080.252,5804034.52,1884.273,0.332,133.167,3,267.108,16.656,17.606,1.078,117.661,0,1,1,,,,,,,,,,,34
3653,E,7,5,280.227,727014.847,0.596,36.0,7142791.164,336.632,73872.909,1.334,23410.52,142.0,298820.354,0.849,1493.5,54.214,1.119,20.832,13.589,11.546,198.578,1504.801,3819.169,4487485.865,1174.99,0.3,133.632,4,221.822,13.589,11.546,0.758,87.634,1,0,1,,,,,,,,,,,34
3654,E,7,6,730.197,970463.399,0.549,70.0,11506594.108,371.066,65893.772,1.237,127335.124,768.0,276368.789,0.511,1428.5,69.05,1.467,21.573,21.618,24.289,193.719,1426.647,3071.908,10163536.666,3308.542,0.212,281.669,6,442.52,21.618,24.289,1.094,137.411,0,2,1,,,,,,,,,,,34
3655,E,7,7,512.078,2017074.234,0.888,112.0,11491802.266,675.376,132475.066,1.295,104574.595,631.0,230483.545,0.428,976.0,81.836,1.369,23.916,18.821,19.054,227.837,1011.618,3863.039,12747566.942,3299.88,0.228,266.955,8,426.36,18.821,19.054,1.166,184.842,1,2,1,,,,,,,,,,,34
3656,E,7,8,407.824,870465.793,0.636,52.0,7595093.493,396.1,76843.551,1.272,49582.723,296.0,386083.651,0.868,1447.0,61.899,1.118,23.87,16.186,13.444,264.7,1458.569,3235.527,5355684.209,1655.274,0.373,136.942,4,236.044,16.186,13.444,1.199,94.92,0,2,1,,,,,,,,,,,34
3657,E,7,9,418.809,1136332.972,0.76,65.0,7652306.872,461.06,91749.364,1.248,40364.267,239.0,422957.997,0.762,1536.0,67.093,1.138,24.681,12.983,9.084,272.939,1549.642,3035.901,4768711.787,1570.773,0.274,167.688,5,268.189,12.983,9.084,1.012,96.967,0,3,1,,,,,,,,,,,34
3658,E,7,1,599.536,1090313.059,0.699,56.0,11828263.71,638.935,123434.593,1.31,68221.672,412.0,382138.709,0.893,1439.0,61.278,1.128,24.122,14.033,11.704,266.918,1431.669,3013.852,8029245.584,2664.114,0.2,197.188,2,409.301,14.033,11.704,1.757,188.682,0,0,2,,,,,,,,,,,34
3659,E,7,2,304.205,732692.508,0.689,36.0,7022744.861,280.967,52314.207,1.278,40121.621,242.0,407529.861,0.717,1741.0,63.438,1.31,25.929,13.197,13.444,229.527,1775.524,4146.037,4265892.593,1028.909,0.397,87.604,2,180.425,13.197,13.444,1.118,80.53,0,0,2,,,,,,,,,,,34
3660,E,7,3,429.055,1206725.967,0.677,50.0,9932958.057,324.379,61169.411,1.255,46112.498,276.0,450122.831,0.939,1535.0,62.301,0.957,20.69,15.727,16.203,290.156,1551.312,4019.736,5859355.281,1457.647,0.405,102.278,2,212.645,15.727,16.203,1.021,95.708,0,0,2,,,,,,,,,,,34
3661,E,7,4,270.51,478308.909,0.63,30.0,4454477.874,191.395,35815.44,1.231,40912.5,246.0,114536.715,0.406,926.5,61.929,2.011,18.23,14.3,13.342,123.794,925.218,3269.566,4175318.219,1277.025,0.288,125.69,4,235.881,14.3,13.342,1.166,88.55,0,2,2,,,,,,,,,,,34
3662,E,7,5,302.62,459595.317,0.768,35.0,5199471.997,286.565,53458.037,1.316,48080.512,290.0,257730.978,0.915,979.0,60.206,1.027,21.732,22.655,22.655,263.855,976.789,3145.851,5270048.617,1675.238,0.458,132.376,4,214.329,22.655,22.655,0.844,76.628,0,2,2,,,,,,,,,,,34
3663,E,7,6,383.53,814488.715,0.706,50.0,6997503.698,227.52,41496.037,1.269,51561.425,309.0,311035.962,0.911,1606.0,51.44,0.986,19.095,17.094,14.84,191.818,1621.517,3199.946,4406497.103,1377.054,0.373,147.41,5,215.458,17.094,14.84,0.777,77.858,0,3,2,,,,,,,,,,,34
3664,E,7,1,241.568,571335.178,0.714,26.0,6013336.132,240.195,50405.534,1.227,18899.544,106.0,362154.687,0.773,1699.0,59.521,1.1,23.17,14.118,13.027,217.908,1661.964,3294.053,3708340.132,1125.768,0.432,103.104,3,180.887,14.118,13.027,1.243,78.405,0,1,3,,,,,,,,,,,34
3665,E,7,2,564.68,765870.894,0.621,47.0,10850740.689,409.726,83139.846,1.327,77655.601,450.0,258718.059,0.932,1061.5,58.006,0.964,20.892,11.264,11.758,249.49,1036.988,3442.143,8763048.993,2545.812,0.135,257.429,4,487.139,11.264,11.758,1.055,220.705,0,0,3,,,,,,,,,,,34
3666,E,7,3,258.151,475799.659,0.75,41.0,3867191.318,237.343,48613.157,1.274,41503.602,240.0,237996.447,0.872,1113.5,55.992,0.986,20.419,14.983,16.022,217.591,1093.78,3108.519,5694767.726,1831.987,0.251,158.296,3,302.716,14.983,16.022,1.075,130.996,0,1,3,,,,,,,,,,,34
3667,E,7,4,274.312,247012.206,0.597,17.0,4894784.72,205.972,43189.654,1.206,17946.482,101.0,318262.088,0.755,1649.0,58.321,1.271,24.015,7.617,7.053,204.282,1557.956,2843.88,2873223.506,1010.318,0.164,139.719,2,278.109,7.617,7.053,1.372,130.205,0,0,3,,,,,,,,,,,34
3668,E,7,5,342.864,1158671.019,0.801,71.0,5877474.888,299.029,54455.574,1.27,89532.04,518.0,402759.342,0.915,1294.0,66.148,1.009,24.488,19.759,21.477,318.464,1264.693,2719.772,4689562.829,1724.248,0.493,112.32,3,209.692,19.759,21.477,1.172,88.458,0,1,3,,,,,,,,,,,34
3669,E,7,6,418.915,397479.275,0.607,24.0,8219722.744,314.978,62896.723,1.304,48295.869,280.0,261096.03,0.926,1003.0,60.04,0.984,21.839,16.25,16.254,265.545,983.245,3220.572,5585382.103,1734.283,0.372,144.47,4,242.164,16.25,16.254,0.822,96.832,0,2,3,,,,,,,,,,,34
3670,E,7,1,357.229,601516.596,0.849,41.0,6908384.014,4.014,458.102,1.411,1552.734,14.0,243613.352,0.775,1052.0,62.317,1.212,25.086,18.455,20.167,239.35,1017.813,2736.146,4568376.604,1669.639,0.423,124.39,4,222.77,18.455,20.167,0.873,93.171,0,0,4,,,,,,,,,,,34
3671,E,7,2,389.762,615017.109,0.778,37.0,8863916.044,0.739,80.065,1.571,758.0,7.0,433668.744,0.934,1343.5,66.339,0.967,24.189,21.146,19.41,327.231,1325.267,3013.76,6113906.477,2028.664,0.425,130.586,3,244.777,21.146,19.41,0.871,94.09,0,1,4,,,,,,,,,,,34
3672,E,7,3,403.916,339098.805,0.522,24.0,6852183.066,1.162,131.822,1.522,1138.0,10.0,268410.777,0.863,1089.0,60.24,1.036,23.567,11.118,11.845,249.279,1076.75,2901.24,5365599.165,1849.416,0.201,174.18,2,339.821,11.118,11.845,1.313,162.469,0,0,4,,,,,,,,,,,34
3673,E,7,4,360.187,469466.373,0.793,39.0,4768719.709,1.584,172.699,1.536,1521.0,14.0,241556.908,0.914,1104.0,55.968,1.028,21.009,17.362,12.48,227.837,1060.22,2654.607,5506157.728,2074.189,0.351,167.781,4,272.691,17.362,12.48,0.713,109.542,0,2,4,,,,,,,,,,,34
3674,E,7,5,228.365,894007.573,0.769,53.0,4647835.998,1.268,139.427,1.526,1201.0,11.0,351379.825,0.774,1605.0,60.386,1.154,24.553,11.7,8.775,224.456,1565.47,3036.85,3799225.259,1251.041,0.274,116.102,2,239.367,11.7,8.775,1.023,104.895,0,0,4,,,,,,,,,,,34
3675,E,7,6,291.001,500583.885,0.681,27.0,7096826.066,0.634,70.664,1.571,669.0,6.0,407210.658,0.82,1906.0,57.831,1.119,23.038,11.37,11.419,218.33,1865.114,3316.747,3491805.423,1052.78,0.315,97.76,2,204.886,11.37,11.419,0.989,91.475,0,0,4,,,,,,,,,,,34
3676,E,7,7,287.093,316117.62,0.649,25.0,4585258.795,0.423,46.37,1.571,439.0,4.0,235408.279,0.864,1084.0,56.761,1.034,20.855,11.719,10.164,221.499,1062.796,2908.307,3985849.266,1370.505,0.256,126.24,2,259.252,11.719,10.164,1.055,116.779,0,0,4,,,,,,,,,,,34
3677,E,7,8,344.554,631240.297,0.724,51.0,4775440.623,1.268,139.216,1.526,1209.0,11.0,263349.785,0.873,1020.0,62.005,1.078,24.214,18.949,14.318,267.13,985.85,2558.026,5271515.665,2060.775,0.36,168.696,5,268.046,18.949,14.318,0.813,95.93,0,1,4,,,,,,,,,,,34
3678,E,7,9,283.713,712397.462,0.784,53.0,3875958.536,2.113,237.554,1.403,1555.667,14.0,240221.682,0.862,818.0,65.874,1.027,24.096,17.569,20.193,297.55,807.332,2864.532,5367303.133,1873.71,0.377,127.19,3,249.91,17.569,20.193,1.471,104.424,0,1,4,,,,,,,,,,,34
